Task,T916,,,,,,
Scope 1/1, Sample 1/18 (Junk),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0.96,307,76.5,0.003,24.6,,,
1.02,327,83.6,0.003,24.6,,,
1.08,347,91.9,0.003,24.6,,,
1.14,364,102,0.0035,24.6,233.06,2.37,
1.2,383,116.6,0.003,24.6,292.51,2.47,
1.26,397,138.4,0.004,24.6,335.73,2.53,
1.32,406,163.8,0.0065,24.6,337.82,2.53,
1.38,413,181,0.009,24.6,287.84,2.46,
1.41,510,187.1,0.0005,24.7,240.27,2.38,
1.44,517,192.4,0.004,24.7,176.39,2.25,
1.47,523,196.4,0.0055,24.7,126.91,2.1,
1.5,528,199.9,0.0055,24.7,110.03,2.04,
1.53,536,203.3,0.004,24.7,100,2,
1.56,541,206.1,0.0065,24.7,89.98,1.95,
1.59,547,208.7,0.0055,24.7,82.64,1.92,
1.62,553,211.1,0.0055,24.7,75.02,1.88,
1.65,558,213.3,0.0065,24.7,68.59,1.84,
1.68,563,215.1,0.006,24.7,63.7,1.8,
1.71,568,217.1,0.0055,24.7,59.27,1.77,
1.74,574,218.8,0.0055,24.7,55.35,1.74,
1.77,582,220.4,0.0035,24.7,52.62,1.72,
1.8,587,221.9,0.006,24.7,49.48,1.69,
1.83,592,223.4,0.0055,24.7,46.6,1.67,
1.86,598,224.7,0.0055,24.7,44.29,1.65,
1.89,603,226.1,0.0065,24.7,42.33,1.63,
1.92,608,227.2,0.006,24.7,39.95,1.6,
1.95,614,228.5,0.005,24.7,38.33,1.58,
1.98,619,229.5,0.0055,24.7,36.28,1.56,
2.01,624,230.7,0.0055,24.7,35,1.54,
2.04,630,231.6,0.0055,24.7,,,
2.07,634,232.7,0.0065,24.7,,,
2.1,640,233.5,0.0055,24.7,,,
2.13,645,234.6,0.0065,24.7,,,
2.16,650,235.3,0.006,24.7,,,
Scope 1/1, Sample 1/18 (Junk3),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-38.9,NaN,24.8,,,
0.06,7,-55.5,0.009,24.8,,,
0.12,27,-41.1,0.003,24.8,,,
0.18,47,-21.9,0.003,24.8,,,
0.24,67,-5,0.003,24.8,,,
0.3,87,5.8,0.003,24.8,,,
0.36,107,14.6,0.003,24.9,,,
0.42,128,21.8,0.003,24.9,,,
0.48,148,28.2,0.003,24.9,,,
0.54,168,34.2,0.003,24.9,,,
0.6,188,39.8,0.003,24.9,,,
0.66,208,45.2,0.003,24.9,,,
0.72,228,50.2,0.003,24.9,,,
0.78,248,55.3,0.003,24.9,,,
0.84,268,60.5,0.003,24.9,,,
0.9,288,65.5,0.003,24.9,,,
0.96,308,70.9,0.003,24.9,,,
1.02,328,76.7,0.003,24.9,,,
1.08,346,82.8,0.0035,24.9,,,
1.14,362,90.1,0.004,24.9,,,
1.2,379,98.9,0.0035,24.9,,,
1.26,394,110.1,0.004,24.9,255.44,2.41,
1.32,409,127,0.004,25,306.85,2.49,
1.38,421,151.1,0.005,25,331.5,2.52,
1.44,428,172.8,0.0085,25,312.43,2.49,
1.5,435,186.7,0.009,25,248.22,2.39,
1.53,532,191.9,0.0005,25,195.13,2.29,
1.56,537,195.9,0.006,25,138.97,2.14,
1.59,542,199.8,0.006,25,109.88,2.04,
1.62,547,203,0.006,25,99.83,2,
1.65,552,206.1,0.0055,25,91.25,1.96,
1.68,557,208.5,0.0055,25,82.91,1.92,
1.71,562,210.9,0.0055,25,74.74,1.87,
1.74,570,213.1,0.004,25,69.53,1.84,
1.77,575,215.1,0.0065,25,64.13,1.81,
1.8,581,217,0.0055,25,60.65,1.78,
1.83,586,218.7,0.0065,25,55.71,1.75,
1.86,591,220.4,0.006,25,52.6,1.72,
1.89,597,221.8,0.005,25,49.43,1.69,
1.92,603,223.4,0.005,25,47.13,1.67,
1.95,608,224.6,0.006,25,44.61,1.65,
1.98,613,226.1,0.006,25,42.67,1.63,
2.01,618,227.2,0.006,25,40.47,1.61,
2.04,624,228.5,0.0055,25,38.29,1.58,
2.07,629,229.5,0.006,25,36.66,1.56,
2.1,635,230.7,0.005,25,34.95,1.54,
2.13,640,231.6,0.006,25,,,
2.16,646,232.7,0.0055,25,,,
2.19,652,233.6,0.005,25,,,
2.22,657,234.6,0.006,25,,,
2.25,662,235.4,0.006,25,,,
Scope 1/1, Sample 1/18 (C9_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-19.2,NaN,21.9,,,
0.06,12,-49.7,0.005,21.6,,,
0.12,32,-36.8,0.003,21.7,,,
0.18,52,-17.2,0.003,21.7,,,
0.24,73,-2,0.003,21.8,,,
0.3,93,7.4,0.003,21.8,,,
0.36,113,15.4,0.003,21.8,,,
0.42,133,22.4,0.003,21.9,,,
0.48,153,28.5,0.003,21.9,,,
0.54,173,34.4,0.003,22,,,
0.6,193,39.9,0.003,22,,,
0.66,213,45.1,0.003,22,,,
0.72,234,50.2,0.003,22.1,,,
0.78,254,55.4,0.003,22.1,,,
0.84,274,60.6,0.003,22.2,,,
0.9,294,65.9,0.003,22.2,,,
0.96,310,70.7,0.004,22.2,,,
1.02,330,77.3,0.003,22.3,,,
1.08,350,84,0.003,22.3,,,
1.14,368,91.6,0.0035,22.3,,,
1.2,388,101.2,0.003,22.4,,,
1.26,407,114.2,0.003,22.4,277.73,2.44,
1.32,422,133.3,0.004,22.4,320.55,2.51,
1.38,434,158.8,0.005,22.4,330.33,2.52,
1.44,441,177.5,0.0085,22.5,293.89,2.47,
1.5,447,189,0.01,22.5,218.94,2.34,
1.53,543,193.9,0.0005,22.6,163.7,2.21,
1.56,549,197.7,0.0045,22.6,115.16,2.06,
1.59,554,201,0.0055,22.6,100.22,2,
1.62,560,203.9,0.005,22.6,92.74,1.97,
1.65,565,206.6,0.0055,22.7,83.41,1.92,
1.68,571,209.1,0.005,22.7,76.57,1.88,
1.71,576,211.3,0.006,22.7,70.7,1.85,
1.74,581,213.3,0.006,22.7,65.39,1.82,
1.77,587,215.1,0.0055,22.7,60.16,1.78,
1.8,592,216.9,0.0065,22.7,56.07,1.75,
1.83,597,218.7,0.006,22.7,53.47,1.73,
1.86,602,220.1,0.006,22.7,50.39,1.7,
1.89,607,221.5,0.006,22.7,47.47,1.68,
1.92,613,223,0.005,22.7,45.37,1.66,
1.95,618,224.4,0.006,22.7,43.24,1.64,
1.98,623,225.5,0.006,22.7,41.13,1.61,
2.01,629,226.8,0.0055,22.8,38.91,1.59,
2.04,634,228,0.0065,22.8,36.56,1.56,
2.07,639,228.9,0.006,22.8,34.89,1.54,
2.1,644,230,0.0055,22.8,33.91,1.53,
2.13,649,231.1,0.0055,22.8,32.61,1.51,
2.16,654,231.9,0.0055,22.8,,,
2.19,660,232.9,0.0055,22.8,,,
2.22,665,233.9,0.006,22.8,,,
2.25,670,234.7,0.006,22.8,,,
2.28,675,235.5,0.006,22.8,,,
Scope 1/1, Sample 1/18 (C10_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-23.6,NaN,21.8,,,
0.06,13,-52.1,0.0045,21.7,,,
0.12,34,-39.5,0.003,21.7,,,
0.18,54,-19.7,0.003,21.7,,,
0.24,74,-3.8,0.003,21.8,,,
0.3,94,6.2,0.003,21.8,,,
0.36,114,14.5,0.003,21.9,,,
0.42,134,21.4,0.003,21.9,,,
0.48,154,27.6,0.003,21.9,,,
0.54,174,33.4,0.003,22,,,
0.6,194,39,0.003,22,,,
0.66,215,44.1,0.003,22,,,
0.72,235,49.4,0.003,22.1,,,
0.78,255,54.5,0.003,22.1,,,
0.84,275,59.5,0.003,22.2,,,
0.9,294,64.6,0.003,22.2,,,
0.96,315,70.2,0.003,22.2,,,
1.02,334,76,0.003,22.3,,,
1.08,354,82.2,0.003,22.3,,,
1.14,374,89.6,0.003,22.3,,,
1.2,392,98.5,0.0035,22.4,,,
1.26,410,110.3,0.0035,22.4,261.47,2.42,
1.32,426,127.5,0.0035,22.4,310.51,2.49,
1.38,437,152.1,0.0055,22.4,331.43,2.52,
1.44,446,173.3,0.007,22.4,308.02,2.49,
1.5,452,186.3,0.0095,22.4,240.89,2.38,
1.53,548,191.4,0.0005,22.6,187.31,2.27,
1.56,554,195.5,0.005,22.6,131.98,2.12,
1.59,560,199.2,0.0045,22.6,106.75,2.03,
1.62,566,202.4,0.005,22.6,97.99,1.99,
1.65,572,205.2,0.0055,22.6,88.55,1.95,
1.68,577,207.6,0.0055,22.6,80.4,1.91,
1.71,583,210.1,0.005,22.6,73.43,1.87,
1.74,588,212.1,0.006,22.6,68.36,1.83,
1.77,595,214.2,0.004,22.7,63.38,1.8,
1.8,600,215.9,0.0055,22.7,58.92,1.77,
1.83,606,217.7,0.005,22.7,54.38,1.74,
1.86,614,219.3,0.0035,22.7,51.79,1.71,
1.89,620,220.7,0.0055,22.7,48.39,1.68,
1.92,626,222.2,0.0055,22.7,46.51,1.67,
1.95,631,223.5,0.0065,22.7,43.75,1.64,
1.98,638,224.9,0.004,22.7,42.13,1.62,
2.01,643,226,0.0055,22.7,40.53,1.61,
2.04,649,227.3,0.0055,22.7,38.29,1.58,
2.07,654,228.3,0.006,22.7,36.45,1.56,
2.1,660,229.5,0.005,22.7,35.01,1.54,
2.13,665,230.5,0.0055,22.8,33.8,1.53,
2.16,670,231.4,0.0055,22.8,,,
2.19,676,232.4,0.0055,22.8,,,
2.22,681,233.4,0.0065,22.8,,,
2.25,686,234.2,0.0065,22.8,,,
2.28,692,235.1,0.005,22.8,,,
Scope 1/1, Sample 1/18 (C11_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-20.6,NaN,22.5,,,
0.06,12,-47.9,0.005,22.5,,,
0.12,32,-32.6,0.003,22.5,,,
0.18,52,-12.3,0.003,22.5,,,
0.24,72,1.1,0.003,22.5,,,
0.3,92,10.1,0.003,22.6,,,
0.36,112,17.7,0.003,22.6,,,
0.42,133,24.5,0.003,22.6,,,
0.48,153,30.5,0.003,22.7,,,
0.54,173,36.4,0.003,22.7,,,
0.6,193,41.8,0.003,22.7,,,
0.66,213,47.2,0.003,22.7,,,
0.72,233,52.3,0.003,22.8,,,
0.78,253,57.3,0.003,22.8,,,
0.84,273,62.6,0.003,22.8,,,
0.9,293,68,0.003,22.8,,,
0.96,313,73.8,0.003,22.9,,,
1.02,334,80.1,0.003,22.9,,,
1.08,353,87.1,0.003,22.9,,,
1.14,374,95.2,0.003,23,,,
1.2,393,106,0.003,23,237.72,2.38,
1.26,408,120.5,0.004,23,294.1,2.47,
1.32,420,143.3,0.005,23,330.81,2.52,
1.38,428,167.3,0.0075,23,325.2,2.51,
1.44,435,183,0.0085,23,269.99,2.43,
1.47,532,188.5,0.0005,23.1,221.47,2.35,
1.5,538,193.3,0.0045,23.1,158.54,2.2,
1.53,544,197.2,0.005,23.1,117.85,2.07,
1.56,550,200.6,0.0055,23.2,104.44,2.02,
1.59,555,203.6,0.006,23.2,95.05,1.98,
1.62,561,206.5,0.005,23.2,86.01,1.93,
1.65,566,208.9,0.006,23.2,79.06,1.9,
1.68,571,211,0.0055,23.2,72.17,1.86,
1.71,580,213.3,0.0035,23.2,65.87,1.82,
1.74,585,215.2,0.0065,23.2,60.96,1.79,
1.77,590,216.9,0.0065,23.2,57.79,1.76,
1.8,595,218.5,0.006,23.2,53.75,1.73,
1.83,600,220.1,0.0055,23.2,50.39,1.7,
1.86,606,221.7,0.0055,23.2,48.67,1.69,
1.89,611,223.1,0.0065,23.2,46.48,1.67,
1.92,616,224.3,0.0065,23.2,43.48,1.64,
1.95,622,225.7,0.0055,23.2,40.65,1.61,
1.98,627,226.9,0.0065,23.2,38.22,1.58,
2.01,632,228,0.006,23.2,36.76,1.57,
2.04,637,229,0.006,23.3,35.67,1.55,
2.07,642,230.1,0.0055,23.3,35,1.54,
2.1,647,231.1,0.0055,23.3,34.14,1.53,
2.13,652,232.2,0.0055,23.3,,,
2.16,658,233.2,0.0055,23.3,,,
2.19,663,234.1,0.0065,23.3,,,
2.22,668,234.8,0.006,23.3,,,
2.25,673,235.8,0.0055,23.3,,,
Scope 1/1, Sample 1/18 (C12_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-22.7,NaN,23.1,,,
0.06,10,-48.8,0.006,23,,,
0.12,30,-33.9,0.003,23.1,,,
0.18,51,-13.2,0.003,23.1,,,
0.24,71,0.7,0.003,23.1,,,
0.3,91,10,0.003,23.1,,,
0.36,111,17.6,0.003,23.2,,,
0.42,131,24.4,0.003,23.2,,,
0.48,151,30.7,0.003,23.2,,,
0.54,172,36.4,0.003,23.2,,,
0.6,192,41.9,0.003,23.2,,,
0.66,212,47.2,0.003,23.3,,,
0.72,231,52.4,0.003,23.3,,,
0.78,251,57.8,0.003,23.3,,,
0.84,269,62.8,0.0035,23.3,,,
0.9,289,68.2,0.003,23.3,,,
0.96,309,74.2,0.003,23.4,,,
1.02,326,80.2,0.0035,23.4,,,
1.08,343,87.1,0.0035,23.4,,,
1.14,361,95.7,0.0035,23.4,,,
1.2,382,106.6,0.003,23.4,240.77,2.38,
1.26,397,121.4,0.004,23.5,296.38,2.47,
1.32,410,144.3,0.0045,23.5,330.3,2.52,
1.38,419,167.9,0.007,23.5,322.28,2.51,
1.44,425,183.3,0.0095,23.5,267.11,2.43,
1.47,522,188.9,0.0005,23.6,218.53,2.34,
1.5,529,193.6,0.0045,23.6,157.04,2.2,
1.53,535,197.5,0.0055,23.6,117.88,2.07,
1.56,541,201,0.0055,23.6,104.53,2.02,
1.59,546,204,0.006,23.6,94.16,1.97,
1.62,551,206.7,0.006,23.6,84.62,1.93,
1.65,556,209.1,0.006,23.6,77.05,1.89,
1.68,561,211.3,0.006,23.6,70.58,1.85,
1.71,566,213.4,0.0055,23.6,66.02,1.82,
1.74,571,215.3,0.0055,23.6,62.42,1.8,
1.77,576,217.1,0.0055,23.6,58.76,1.77,
1.8,582,218.8,0.0055,23.6,55.12,1.74,
1.83,587,220.5,0.0055,23.6,52,1.72,
1.86,593,222,0.0055,23.6,48.57,1.69,
1.89,598,223.3,0.0065,23.6,45.8,1.66,
1.92,604,224.7,0.0045,23.6,43.15,1.63,
1.95,610,226,0.0055,23.6,41.26,1.62,
1.98,615,227.1,0.0065,23.7,39.29,1.59,
2.01,620,228.4,0.006,23.7,37.71,1.58,
2.04,625,229.4,0.006,23.7,35.42,1.55,
2.07,632,230.5,0.0045,23.7,33.95,1.53,
2.1,637,231.4,0.006,23.7,,,
2.13,643,232.5,0.005,23.7,,,
2.16,648,233.3,0.006,23.7,,,
2.19,653,234.3,0.006,23.7,,,
2.22,660,235.2,0.0045,23.7,,,
Scope 1/1, Sample 1/18 (C13_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-58.3,NaN,23.5,,,
0.06,7,-67.8,0.009,23.5,,,
0.12,27,-57,0.003,23.5,,,
0.18,47,-42.1,0.003,23.5,,,
0.24,67,-21.2,0.003,23.5,,,
0.3,87,-4.5,0.003,23.5,,,
0.36,108,6.6,0.003,23.5,,,
0.42,128,15.4,0.003,23.6,,,
0.48,148,23.1,0.003,23.6,,,
0.54,168,29.7,0.003,23.6,,,
0.6,188,36.1,0.003,23.6,,,
0.66,208,42,0.003,23.6,,,
0.72,228,47.9,0.003,23.7,,,
0.78,248,53.4,0.003,23.7,,,
0.84,268,59.1,0.003,23.7,,,
0.9,289,64.7,0.003,23.7,,,
0.96,309,70.6,0.003,23.7,,,
1.02,329,76.8,0.003,23.8,,,
1.08,348,83.7,0.003,23.8,,,
1.14,367,92,0.003,23.8,,,
1.2,383,101.9,0.0035,23.8,227.4,2.36,
1.26,399,115.9,0.0035,23.8,287.86,2.46,
1.32,412,137.2,0.0045,23.8,332.16,2.52,
1.38,422,162.6,0.0055,23.8,336.49,2.53,
1.44,429,180.3,0.008,23.8,289.43,2.46,
1.47,531,186.5,0.0005,23.9,243.42,2.39,
1.5,537,191.3,0.0055,23.9,179.13,2.25,
1.53,546,195.7,0.0035,23.9,128.27,2.11,
1.56,552,199.3,0.0055,23.9,110.55,2.04,
1.59,557,202.5,0.006,23.9,100.72,2,
1.62,563,205.5,0.0045,23.9,90.89,1.96,
1.65,569,208.2,0.0055,23.9,82.35,1.92,
1.68,574,210.3,0.006,23.9,75.21,1.88,
1.71,580,212.5,0.005,23.9,69.06,1.84,
1.74,586,214.7,0.005,23.9,64.21,1.81,
1.77,591,216.5,0.006,23.9,60.52,1.78,
1.8,596,218.1,0.006,23.9,56.68,1.75,
1.83,603,219.9,0.004,24,51.92,1.72,
1.86,608,221.4,0.006,24,48.49,1.69,
1.89,613,222.8,0.0055,24,46.63,1.67,
1.92,618,224.1,0.0055,24,44.86,1.65,
1.95,624,225.4,0.0055,24,42.22,1.63,
1.98,629,226.7,0.006,24,41.03,1.61,
2.01,634,228,0.006,24,39.21,1.59,
2.04,639,229.1,0.0055,24,36.76,1.57,
2.07,644,230,0.0055,24,34.28,1.54,
2.1,652,231.2,0.0035,24,,,
2.13,658,232.1,0.0055,24,,,
2.16,663,233,0.0065,24,,,
2.19,668,234,0.006,24,,,
2.22,673,235,0.006,24,,,
Scope 1/1, Sample 1/18 (C14_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-28.5,NaN,23.6,,,
0.06,8,-51.4,0.0075,23.6,,,
0.12,28,-37.3,0.003,23.6,,,
0.18,48,-17.2,0.003,23.7,,,
0.24,68,-2,0.003,23.7,,,
0.3,88,7.8,0.003,23.7,,,
0.36,109,15.8,0.003,23.7,,,
0.42,129,22.5,0.003,23.7,,,
0.48,149,28.8,0.003,23.7,,,
0.54,169,34.3,0.003,23.8,,,
0.6,189,39.9,0.003,23.8,,,
0.66,209,45.2,0.003,23.8,,,
0.72,229,50.1,0.003,23.8,,,
0.78,250,55,0.003,23.8,,,
0.84,270,59.9,0.003,23.8,,,
0.9,290,64.9,0.003,23.8,,,
0.96,310,70.3,0.003,23.9,,,
1.02,330,75.9,0.003,23.9,,,
1.08,348,81.7,0.0035,23.9,,,
1.14,365,88.6,0.0035,23.9,,,
1.2,382,97.2,0.0035,23.9,,,
1.26,399,107.8,0.0035,23.9,241.02,2.38,
1.32,415,123.1,0.004,24,295.13,2.47,
1.38,427,145.8,0.005,24,327.02,2.51,
1.44,436,168.9,0.0065,24,317.27,2.5,
1.5,443,183.7,0.009,24,261.55,2.42,
1.53,541,189.4,0.0005,24,212.43,2.33,
1.56,546,193.9,0.0055,24,153.55,2.19,
1.59,552,197.7,0.005,24,116.72,2.07,
1.62,559,201.3,0.004,24,104.82,2.02,
1.65,565,204.3,0.005,24.1,94.77,1.98,
1.68,570,206.9,0.006,24.1,86.41,1.94,
1.71,577,209.5,0.0045,24.1,78.1,1.89,
1.74,582,211.7,0.006,24.1,71.62,1.86,
1.77,590,213.8,0.004,24.1,66.39,1.82,
1.8,595,215.7,0.0065,24.1,61.01,1.79,
1.83,600,217.4,0.0065,24.1,56.36,1.75,
1.86,606,219.2,0.005,24.1,53.81,1.73,
1.89,611,220.6,0.006,24.1,50.9,1.71,
1.92,616,222.1,0.006,24.1,48.14,1.68,
1.95,622,223.6,0.005,24.1,45.31,1.66,
1.98,627,225,0.0055,24.1,43.09,1.63,
2.01,632,226.1,0.0055,24.1,41.69,1.62,
2.04,638,227.3,0.005,24.1,38.95,1.59,
2.07,643,228.5,0.0055,24.1,37.3,1.57,
2.1,648,229.7,0.0055,24.1,36.35,1.56,
2.13,654,230.7,0.0055,24.1,34.81,1.54,
2.16,658,231.6,0.0065,24.1,,,
2.19,665,232.7,0.0045,24.1,,,
2.22,670,233.6,0.0065,24.1,,,
2.25,675,234.4,0.006,24.1,,,
2.28,680,235.3,0.006,24.1,,,
Scope 1/1, Sample 1/18 (C15_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-22.4,NaN,23.7,,,
0.06,12,-49.2,0.005,23.7,,,
0.12,32,-34,0.003,23.7,,,
0.18,52,-14,0.003,23.7,,,
0.24,73,0.4,0.003,23.8,,,
0.3,93,9.9,0.003,23.8,,,
0.36,113,17.6,0.003,23.8,,,
0.42,133,24.6,0.003,23.8,,,
0.48,153,30.9,0.003,23.8,,,
0.54,173,36.6,0.003,23.8,,,
0.6,193,42,0.003,23.9,,,
0.66,213,47.5,0.003,23.9,,,
0.72,234,52.6,0.003,23.9,,,
0.78,254,57.9,0.003,23.9,,,
0.84,274,63.1,0.003,23.9,,,
0.9,291,68.2,0.0035,23.9,,,
0.96,310,74.1,0.003,24,,,
1.02,330,80.6,0.003,24,,,
1.08,348,87.3,0.0035,24,,,
1.14,365,95.5,0.0035,24,,,
1.2,385,106.7,0.003,24,241.73,2.38,
1.26,402,121.8,0.0035,24,297.85,2.47,
1.32,416,144.8,0.004,24,332.71,2.52,
1.38,425,168.3,0.007,24.1,323.5,2.51,
1.44,432,183.7,0.009,24.1,266.45,2.43,
1.47,529,189.5,0.0005,24.1,217.71,2.34,
1.5,535,193.9,0.005,24.1,156.61,2.19,
1.53,542,197.9,0.0045,24.1,117.69,2.07,
1.56,547,201.4,0.006,24.1,104.14,2.02,
1.59,552,204.4,0.0055,24.1,93.73,1.97,
1.62,558,207.1,0.0055,24.1,85.19,1.93,
1.65,563,209.5,0.0065,24.2,77.54,1.89,
1.68,568,211.7,0.0055,24.2,72.31,1.86,
1.71,573,213.8,0.0055,24.2,67.94,1.83,
1.74,579,215.9,0.0045,24.2,63.27,1.8,
1.77,586,217.7,0.0045,24.2,58.61,1.77,
1.8,591,219.4,0.0065,24.2,53.76,1.73,
1.83,596,220.9,0.0065,24.2,49.55,1.7,
1.86,601,222.3,0.0065,24.2,46.17,1.66,
1.89,606,223.7,0.006,24.2,44.6,1.65,
1.92,611,225,0.006,24.2,43.48,1.64,
1.95,616,226.3,0.006,24.2,42.14,1.62,
1.98,621,227.5,0.0055,24.2,40.9,1.61,
2.01,626,228.8,0.0055,24.2,38.48,1.59,
2.04,632,229.9,0.0055,24.2,36.65,1.56,
2.07,637,230.9,0.0065,24.2,34.3,1.54,
2.1,642,232,0.006,24.2,,,
2.13,647,232.8,0.006,24.2,,,
2.16,652,233.9,0.0055,24.2,,,
2.19,658,234.7,0.0055,24.2,,,
2.22,663,235.7,0.006,24.2,,,
Scope 1/1, Sample 1/18 (C16_End_0626_2300),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-36.5,NaN,24.2,,,
0.06,17,-48.2,0.0035,24.2,,,
0.12,38,-31.1,0.003,24.2,,,
0.18,58,-11.2,0.003,24.3,,,
0.24,78,1.8,0.003,24.3,,,
0.3,98,10.8,0.003,24.3,,,
0.36,118,18.4,0.003,24.3,,,
0.42,138,25.2,0.003,24.3,,,
0.48,158,31.4,0.003,24.3,,,
0.54,178,37,0.003,24.4,,,
0.6,198,42.5,0.003,24.4,,,
0.66,219,47.8,0.003,24.4,,,
0.72,239,53,0.003,24.4,,,
0.78,259,58.1,0.003,24.4,,,
0.84,279,63.3,0.003,24.4,,,
0.9,299,68.4,0.003,24.4,,,
0.96,319,73.9,0.003,24.5,,,
1.02,337,79.7,0.0035,24.5,,,
1.08,355,86.6,0.0035,24.5,,,
1.14,375,94.8,0.003,24.5,,,
1.2,396,104.9,0.003,24.5,223.92,2.35,
1.26,411,118.3,0.004,24.5,281.25,2.45,
1.32,426,139.4,0.004,24.5,322.66,2.51,
1.38,436,163.6,0.006,24.5,326.54,2.51,
1.44,443,180.8,0.0085,24.5,281.53,2.45,
1.47,540,187,0.0005,24.6,238.17,2.38,
1.5,547,191.9,0.0045,24.6,176.23,2.25,
1.53,557,196.2,0.003,24.6,128.78,2.11,
1.56,566,199.8,0.003,24.6,110.36,2.04,
1.59,572,202.9,0.0055,24.6,100.24,2,
1.62,577,205.9,0.006,24.6,90.9,1.96,
1.65,585,208.6,0.0035,24.6,82,1.91,
1.68,594,210.8,0.0035,24.6,74.78,1.87,
1.71,603,213,0.0035,24.6,68.04,1.83,
1.74,611,215,0.004,24.6,62.62,1.8,
1.77,616,216.7,0.006,24.6,58.85,1.77,
1.8,621,218.5,0.006,24.6,56.19,1.75,
1.83,628,220.1,0.0045,24.6,52.22,1.72,
1.86,635,221.7,0.004,24.6,49.27,1.69,
1.89,644,223.1,0.0035,24.6,47.06,1.67,
1.92,652,224.5,0.004,24.6,43.72,1.64,
1.95,657,225.6,0.0065,24.7,41.25,1.62,
1.98,662,227,0.0065,24.7,39.73,1.6,
2.01,670,228.2,0.004,24.7,37.89,1.58,
2.04,675,229.1,0.006,24.7,36.48,1.56,
2.07,680,230.3,0.006,24.7,34.73,1.54,
2.1,687,231.4,0.0045,24.7,,,
2.13,692,232.2,0.0065,24.7,,,
2.16,697,233.3,0.006,24.7,,,
2.19,702,234.1,0.006,24.7,,,
2.22,707,235.1,0.006,24.7,,,
