Date,Time,TankID,Flow_Left_30s,Flow_Right_30s,TempInSitu,Salinity,DO_mg_L,Light_nm,TA,Notes,pH
6/8/24,12:00:00,13,NA,NA,28.6,36.4,7.657,80,NA,NA,8.033198750734327
6/8/24,12:00:00,14,NA,NA,28.6,36.4,7.671,94,NA,NA,8.03162311038763
6/8/24,12:00:00,15,NA,NA,29.2,36.4,7.638,79,NA,NA,8.032245765395881
6/8/24,12:00:00,16,NA,NA,29.3,36.4,7.583,89,NA,NA,8.010691897839509
6/8/24,12:00:00,Inflow1,NA,NA,28.8,36.4,7.679,NA,NA,NA,7.97960876964577
6/8/24,12:00:00,Inflow2,NA,NA,28.8,36.4,7.889,NA,NA,NA,8.01955037786085
6/8/24,21:00:00,1,NA,NA,28.8,36.4,NA,NA,NA,NA,7.987369809158107
6/8/24,21:00:00,2,NA,NA,28.6,36.4,NA,NA,NA,NA,8.055484965329574
6/8/24,21:00:00,3,NA,NA,28.6,36.4,NA,NA,NA,NA,8.038223204708205
6/8/24,21:00:00,4,NA,NA,28.7,36.4,NA,NA,NA,NA,8.015497857638639
6/8/24,21:00:00,5,NA,NA,28.6,36.4,NA,NA,NA,NA,8.008147960004397
6/8/24,21:00:00,6,NA,NA,28.5,36.4,NA,NA,NA,NA,7.975628139949891
6/8/24,21:00:00,7,NA,NA,28.3,36.4,NA,NA,NA,NA,8.010101204843156
6/8/24,21:00:00,8,NA,NA,28.6,36.4,NA,NA,NA,NA,8.036766603289715
6/8/24,21:00:00,9,NA,NA,28.5,36.4,NA,NA,NA,NA,8.017893708073336
6/8/24,21:00:00,10,NA,NA,28.6,36.4,NA,NA,NA,NA,7.995585016996555
6/8/24,21:00:00,11,NA,NA,28.4,36.4,NA,NA,NA,NA,8.045585224297968
6/8/24,21:00:00,12,NA,NA,28.5,36.4,NA,NA,NA,NA,7.999708768552851
6/8/24,21:00:00,13,NA,NA,28.7,36.4,NA,NA,NA,NA,8.022444321363166
6/8/24,21:00:00,14,NA,NA,28.5,36.4,NA,NA,NA,NA,8.024079826188615
6/8/24,21:00:00,15,NA,NA,28.9,36.4,NA,NA,NA,NA,8.034356428294075
6/8/24,21:00:00,16,NA,NA,29,36.4,NA,NA,NA,NA,8.022725806982487
6/8/24,21:00:00,Inflow1,NA,NA,28.6,36.4,NA,NA,NA,NA,8.057420424169516
6/8/24,21:00:00,Inflow2,NA,NA,28.6,36.4,NA,NA,NA,NA,8.032487733872275
6/9/24,12:00:00,1,NA,NA,28.6,36.4,7.945,181,NA,Overcast/rain,8.0703821285987285
6/9/24,12:00:00,2,NA,NA,29.3,36.4,7.08,173,NA,NA,8.017956400968203
6/9/24,12:00:00,3,NA,NA,28.6,36.4,7.626,172,NA,NA,8.02348595380128
6/9/24,12:00:00,4,NA,NA,28.4,36.4,6.804,170,NA,NA,8.047363201162675
6/9/24,12:00:00,5,NA,NA,28.7,36.4,7.589,151,NA,NA,8.040479788992235
6/9/24,12:00:00,6,NA,NA,28.8,36.4,9.048,177,NA,NA,8.163916587948204
6/9/24,12:00:00,7,NA,NA,29.1,36.4,8.605,186,NA,NA,8.041175268473904
6/9/24,12:00:00,8,NA,NA,29,36.4,7.929,198,NA,NA,8.014526168613886
6/9/24,12:00:00,9,NA,NA,28.7,36.4,9.178,177,NA,NA,8.034190198465518
6/9/24,12:00:00,10,NA,NA,28.9,36.4,8.81,180,NA,NA,8.089923174875624
6/9/24,12:00:00,11,NA,NA,29,36.4,7.694,147,NA,NA,8.031904653033939
6/9/24,12:00:00,12,NA,NA,29.1,36.4,7.521,154,NA,NA,8.068788285431813
6/9/24,12:00:00,13,NA,NA,28.6,36.4,7.694,177,NA,NA,8.035575897329968
6/9/24,12:00:00,14,NA,NA,28.6,36.4,6.786,213,NA,NA,8.045933514354019
6/9/24,12:00:00,15,NA,NA,29.2,36.4,7.385,175,NA,NA,8.012766409392771
6/9/24,12:00:00,16,NA,NA,29.3,36.4,8.509,181,NA,NA,8.009800788248235
6/9/24,12:00:00,Inflow1,NA,NA,28.8,36.4,7.832,NA,NA,NA,7.984976729634054
6/9/24,12:00:00,Inflow2,NA,NA,28.8,36.4,7.477,NA,NA,NA,7.985330841412265
6/9/24,21:00:00,1,NA,NA,28.8,36.4,6.661,NA,NA,NA,7.992429832701745
6/9/24,21:00:00,2,NA,NA,28.6,36.4,6.278,NA,NA,NA,7.955252153080148
6/9/24,21:00:00,3,NA,NA,28.6,36.4,6.998,NA,NA,NA,8.011410843258997
6/9/24,21:00:00,4,NA,NA,28.7,36.4,5.877,NA,NA,NA,7.987368913067472
6/9/24,21:00:00,5,NA,NA,28.6,36.4,6.492,NA,NA,NA,7.992249350097761
6/9/24,21:00:00,6,NA,NA,28.5,36.4,5.69,NA,NA,NA,7.909513874645181
6/9/24,21:00:00,7,NA,NA,28.3,36.4,6.29,NA,NA,NA,7.983365313263909
6/9/24,21:00:00,8,NA,NA,28.6,36.4,7.162,NA,NA,NA,8.00916339082559
6/9/24,21:00:00,9,NA,NA,28.5,36.4,7.886,NA,NA,NA,7.991171504041248
6/9/24,21:00:00,10,NA,NA,28.6,36.4,6.816,NA,NA,NA,7.945661464942905
6/9/24,21:00:00,11,NA,NA,28.4,36.4,6.689,NA,NA,NA,8.013212590610113
6/9/24,21:00:00,12,NA,NA,28.5,36.4,5.806,NA,NA,NA,7.950069294880968
6/9/24,21:00:00,13,NA,NA,28.7,36.4,6.805,NA,NA,NA,7.999814921319575
6/9/24,21:00:00,14,NA,NA,28.5,36.4,5.688,NA,NA,NA,7.970088327012998
6/9/24,21:00:00,15,NA,NA,28.9,36.4,6.474,NA,NA,NA,8.00928551395641
6/9/24,21:00:00,16,NA,NA,28.6,36.4,6.122,NA,NA,NA,8.00454024559595
6/9/24,21:00:00,Inflow1,NA,NA,28.6,36.4,6.26,NA,NA,NA,7.997855090020611
6/9/24,21:00:00,Inflow2,NA,NA,28.6,36.4,7.072,NA,NA,NA,8.008851456966022
6/10/24,12:00:00,1,NA,NA,28.6,36.4,8.824,352,NA,NA,8.110054824847332
6/10/24,12:00:00,2,NA,NA,29.3,36.4,8.378,180,NA,NA,8.094652090716114
6/10/24,12:00:00,3,NA,NA,28.6,36.4,8.059,300,NA,NA,8.033776451614688
6/10/24,12:00:00,4,NA,NA,28.4,36.4,7.395,192,NA,NA,8.078718656001035
6/10/24,12:00:00,5,NA,NA,28.7,36.4,8.962,161,NA,NA,8.128819926879777
6/10/24,12:00:00,6,NA,NA,28.8,36.4,8.849,252,NA,NA,8.157667048812067
6/10/24,12:00:00,7,NA,NA,29.1,36.4,8.437,306,NA,NA,8.095797265465496
6/10/24,12:00:00,8,NA,NA,29,36.4,8.265,351,NA,NA,8.037077485748867
6/10/24,12:00:00,9,NA,NA,28.7,36.4,10.556,525,NA,NA,8.08860679103347
6/10/24,12:00:00,10,NA,NA,28.9,36.4,9.518,267,NA,NA,8.12432090833762
6/10/24,12:00:00,11,NA,NA,29,36.4,8.65,167,NA,NA,8.040358696931794
6/10/24,12:00:00,12,NA,NA,29.1,36.4,9.094,404,NA,NA,8.11546381200249
6/10/24,12:00:00,13,NA,NA,28.6,36.4,8.701,304,NA,NA,8.077750186354356
6/10/24,12:00:00,14,NA,NA,28.6,36.4,7.379,289,NA,NA,8.06100149061672
6/10/24,12:00:00,15,NA,NA,29.2,36.4,7.362,500,NA,NA,8.014180493188453
6/10/24,12:00:00,16,NA,NA,29.3,36.4,9.034,530,NA,NA,8.037145876836197
6/10/24,12:00:00,Inflow1,NA,NA,28.8,36.4,8.04,NA,NA,NA,8.00923504821517
6/10/24,12:00:00,Inflow2,NA,NA,28.8,36.4,8.044,NA,NA,NA,8.022832234619786
6/10/24,21:00:00,1,NA,NA,28.7,36.4,7.878,NA,NA,NA,7.73329183549324
6/10/24,21:00:00,2,NA,NA,28.5,36.4,7.278,NA,NA,NA,7.910073703991426
6/10/24,21:00:00,3,NA,NA,28.4,36.4,8.221,NA,NA,NA,7.987671412002787
6/10/24,21:00:00,4,NA,NA,28.6,36.4,6.752,NA,NA,NA,7.93026013521664
6/10/24,21:00:00,5,NA,NA,28.5,36.4,7.611,NA,NA,NA,7.943173014664371
6/10/24,21:00:00,6,NA,NA,28.3,36.4,7.276,NA,NA,NA,7.941380674114574
6/10/24,21:00:00,7,NA,NA,28.3,36.4,7.454,NA,NA,NA,7.963947988843927
6/10/24,21:00:00,8,NA,NA,28.5,36.4,7.962,NA,NA,NA,8.000926633248525
6/10/24,21:00:00,9,NA,NA,28.4,36.4,9.329,NA,NA,NA,7.9742047437052
6/10/24,21:00:00,10,NA,NA,28.2,36.4,8.096,NA,NA,NA,7.960024193394814
6/10/24,21:00:00,11,NA,NA,28.3,36.4,7.214,NA,NA,NA,7.99781999484038
6/10/24,21:00:00,12,NA,NA,28.2,36.4,6.27,NA,NA,NA,7.94497009244133
6/10/24,21:00:00,13,NA,NA,28.5,36.4,7.442,NA,NA,NA,7.972257039553414
6/10/24,21:00:00,14,NA,NA,28.4,36.4,6.176,NA,NA,NA,7.985823351630866
6/10/24,21:00:00,15,NA,NA,28.7,36.4,7.158,NA,NA,NA,7.994847603221322
6/10/24,21:00:00,16,NA,NA,28.8,36.4,6.549,NA,NA,NA,7.980706387737903
6/10/24,21:00:00,Inflow1,NA,NA,28.6,36.4,7.535,NA,NA,NA,8.003216552134985
6/10/24,21:00:00,Inflow2,NA,NA,28.6,36.4,6.479,NA,NA,NA,8.002708955113343
6/11/24,12:00:00,1,196,150,27.7,36.4,8.868,414,2366.802,NA,8.111178113704574
6/11/24,12:00:00,2,294,8,27.5,36.4,8.178,389,2334.958,NA,8.108483569297258
6/11/24,12:00:00,3,288,202,27.6,36.2,7.764,400,2357.972,NA,8.007980968090402
6/11/24,12:00:00,4,180,500,27.5,36.4,7.497,409,2358.61,NA,8.078488070706149
6/11/24,12:00:00,5,360,100,50,36.4,8.472,360,2339.986,NA,7.785089347551941
6/11/24,12:00:00,6,20,30,28.6,36.5,9.057,390,2297.974,NA,8.226837784853737
6/11/24,12:00:00,7,174,22,27.7,36.5,9.048,405,2301.539,NA,8.117500199190694
6/11/24,12:00:00,8,148,194,27.8,36.4,8.538,419,2360.023,NA,8.021045578292911
6/11/24,12:00:00,9,20,80,27.8,36.4,10.477,404,2283.74,NA,8.13389468790538
6/11/24,12:00:00,10,28,90,28.6,36.4,8.956,392,2313.502,NA,8.124612838068884
6/11/24,12:00:00,11,26,20,27.8,36.5,8.799,345,2363.339,NA,8.05169795600561
6/11/24,12:00:00,12,34,8,28.2,36.5,9.288,379,2315.566,NA,8.158448299654664
6/11/24,12:00:00,13,210,310,27.6,36.4,9.019,402,2360.016,NA,8.081768142825617
6/11/24,12:00:00,14,350,126,27.7,36.7,7.744,435,2355.629,NA,8.065710099260388
6/11/24,12:00:00,15,86,236,27.5,36.4,8.282,370,2359.031,NA,8.037423027361788
6/11/24,12:00:00,16,226,486,27.5,36.4,8.535,421,2336.816,NA,8.040026867397433
6/11/24,12:00:00,Inflow1,NA,NA,28,36.4,8.499,NA,2365.709,NA,8.008536343082184
6/11/24,12:00:00,Inflow2,NA,NA,28,36.4,8.34,NA,2360.581,NA,8.01280208764931
6/11/24,21:00:00,1,162,136,27.2,36.4,7.556,NA,NA,NA,8.00188651290428
6/11/24,21:00:00,2,0,36,27.1,36.5,6.693,NA,NA,NA,7.939628107980448
6/11/24,21:00:00,3,206,300,27.2,36.3,8.006,NA,NA,NA,8.024330374936245
6/11/24,21:00:00,4,248,174,27,36.4,6.56,NA,NA,NA,7.99560854407926
6/11/24,21:00:00,5,46,86,27.2,36.3,7.466,NA,NA,NA,8.000374480129917
6/11/24,21:00:00,6,36,31,27,36.4,6.779,NA,NA,NA,7.976385860127131
6/11/24,21:00:00,7,8,130,27.2,36.4,6.938,NA,NA,NA,7.977516055055576
6/11/24,21:00:00,8,122,78,27.2,36.4,8.056,NA,NA,NA,8.04049018343205
6/11/24,21:00:00,9,18,84,27.2,36.4,8.959,NA,NA,NA,7.970108951306366
6/11/24,21:00:00,10,19,88,27.2,36.4,7.845,NA,NA,NA,7.97669847399385
6/11/24,21:00:00,11,25,30,27.3,36.4,7.091,NA,NA,NA,8.032092181009707
6/11/24,21:00:00,12,12,44,27.3,36.4,6.117,NA,NA,NA,7.962883709145114
6/11/24,21:00:00,13,312,136,27.1,36.4,7.396,NA,NA,NA,8.012860206334121
6/11/24,21:00:00,14,400,312,27.2,36.4,6.186,NA,NA,NA,8.03284888853645
6/11/24,21:00:00,15,5,47,27,36.5,7.048,NA,NA,NA,8.040583202869666
6/11/24,21:00:00,16,200,418,27.1,36,6.55,NA,NA,NA,8.02940145966505
6/11/24,21:00:00,Inflow1,NA,NA,27,36.4,6.875,NA,NA,NA,8.037852309096078
6/11/24,21:00:00,Inflow2,NA,NA,27,36.4,7.432,NA,NA,NA,8.044154796441077
6/12/24,21:00:00,1,NA,NA,27.4,36.4,7.528,NA,NA,NA,8.002645933484713
6/12/24,21:00:00,2,NA,NA,27.3,36.5,6.7,NA,NA,NA,7.949320704361194
6/12/24,21:00:00,3,NA,NA,27.5,36.5,7.762,NA,NA,NA,8.02913663157534
6/12/24,21:00:00,4,NA,NA,27.5,36.5,5.888,NA,NA,NA,7.82667525269068
6/12/24,21:00:00,5,NA,NA,27.3,36.4,7.372,NA,NA,NA,7.986597466632368
6/12/24,21:00:00,6,NA,NA,27.3,36.5,7.296,NA,NA,NA,8.018098337105618
6/12/24,21:00:00,7,NA,NA,27.4,36.5,7.107,NA,NA,NA,7.975380989683981
6/12/24,21:00:00,8,NA,NA,27.4,36.4,7.805,NA,NA,NA,8.035363207251896
6/12/24,21:00:00,9,NA,NA,27.3,36.5,8.282,NA,NA,NA,7.933789395936838
6/12/24,21:00:00,10,NA,NA,27.4,36.4,7.789,NA,NA,NA,8.014018893069787
6/12/24,21:00:00,11,NA,NA,27.3,36.4,7.306,NA,NA,NA,8.029981708602724
6/12/24,21:00:00,12,NA,NA,27.2,36.5,6.238,NA,NA,NA,7.994083457887576
6/12/24,21:00:00,13,NA,NA,27.4,36.4,7.171,NA,NA,NA,8.010031515438623
6/12/24,21:00:00,14,NA,NA,27.4,36.4,5.498,NA,NA,NA,8.014632121510699
6/12/24,21:00:00,15,NA,NA,27.3,36.5,7.151,NA,NA,NA,8.032058091766286
6/12/24,21:00:00,16,NA,NA,27.4,36.4,6.826,NA,NA,NA,8.012616278829103
6/12/24,21:00:00,Inflow1,NA,NA,27,36.4,6.755,NA,NA,NA,8.0398561579709
6/12/24,21:00:00,Inflow2,NA,NA,27,36.4,7.658,NA,NA,NA,8.040728148122414
6/13/24,12:00:00,1,NA,NA,27.2,36.3,7.066,133,NA,"Overcast, storming",7.875427195042598
6/13/24,12:00:00,2,NA,NA,27.4,36.5,7.274,142,NA,NA,8.022123605511242
6/13/24,12:00:00,3,NA,NA,27.6,36.5,7.655,121,NA,NA,8.022595747096016
6/13/24,12:00:00,4,NA,NA,27.7,36.4,6.376,120,NA,NA,7.935611106555624
6/13/24,12:00:00,5,NA,NA,27.4,36.4,7.551,146,NA,NA,8.039939265270661
6/13/24,12:00:00,6,NA,NA,27.4,36.4,7.253,136,NA,NA,8.031777118819065
6/13/24,12:00:00,7,NA,NA,27.4,36.4,7.19,123,NA,NA,8.007288302919802
6/13/24,12:00:00,8,NA,NA,27.3,36.4,7.823,133,NA,NA,8.035857434319015
6/13/24,12:00:00,9,NA,NA,27.6,36.5,9.076,143,NA,NA,8.031010884375974
6/13/24,12:00:00,10,NA,NA,27.2,36.4,7.66,154,NA,NA,8.046567595077455
6/13/24,12:00:00,11,NA,NA,27.3,36.4,7.039,165,NA,NA,8.04604877451644
6/13/24,12:00:00,12,NA,NA,27.4,36.5,7.387,156,NA,NA,8.05998940535246
6/13/24,12:00:00,13,NA,NA,27.4,36.4,7.845,164,NA,NA,8.056730839491747
6/13/24,12:00:00,14,NA,NA,27.4,36.4,6.51,166,NA,NA,8.05036147117581
6/13/24,12:00:00,15,NA,NA,27.6,36.5,7.712,143,NA,NA,8.035296761216552
6/13/24,12:00:00,16,NA,NA,27.4,36.5,7.331,158,NA,NA,8.038216724856133
6/13/24,12:00:00,Inflow1,NA,NA,27,36.4,7.202,NA,NA,NA,8.056751323630863
6/13/24,12:00:00,Inflow2,NA,NA,27,36.4,7.995,NA,NA,NA,8.054287264405385
6/13/24,21:00:00,1,NA,NA,27.3,36.3,7.529,NA,NA,NA,8.033537249555966
6/13/24,21:00:00,2,NA,NA,27.3,36.3,6.947,NA,NA,NA,7.961839095493103
6/13/24,21:00:00,3,NA,NA,27.3,36.3,7.522,NA,NA,NA,8.0553844322743835
6/13/24,21:00:00,4,NA,NA,27.3,36.3,6.615,NA,NA,NA,7.869439223801419
6/13/24,21:00:00,5,NA,NA,27.3,36.3,7.287,NA,NA,NA,7.997835187185382
6/13/24,21:00:00,6,NA,NA,27.3,36.3,7.091,NA,NA,NA,8.05067391313476
6/13/24,21:00:00,7,NA,NA,27.3,36.2,7.122,NA,NA,NA,8.004759350403049
6/13/24,21:00:00,8,NA,NA,27.3,36.4,7.607,NA,NA,NA,8.065790757900494
6/13/24,21:00:00,9,NA,NA,27.3,36.3,8.526,NA,NA,NA,7.990554939136792
6/13/24,21:00:00,10,NA,NA,27.3,36.4,7.516,NA,NA,NA,8.05398572790415
6/13/24,21:00:00,11,NA,NA,27.3,36.3,7.207,NA,NA,NA,8.066879145182007
6/13/24,21:00:00,12,NA,NA,27.4,36.4,6.184,NA,NA,NA,8.024149728138948
6/13/24,21:00:00,13,NA,NA,27.5,36.3,7.059,NA,NA,NA,8.034838215457658
6/13/24,21:00:00,14,NA,NA,27.5,36.4,5.902,NA,NA,NA,8.035331383999658
6/13/24,21:00:00,15,NA,NA,27.4,36.4,7.119,NA,NA,NA,8.067171753941734
6/13/24,21:00:00,16,NA,NA,27,36.3,6.876,NA,NA,NA,8.060300101152059
6/13/24,21:00:00,Inflow1,NA,NA,27,36.4,6.679,NA,NA,NA,8.029176188024554
6/13/24,21:00:00,Inflow2,NA,NA,27,36.4,7.594,NA,NA,NA,8.055767268084304
6/14/24,12:00:00,1,NA,NA,28.3,36.1,8.265,380,NA,NA,8.130914661841127
6/14/24,12:00:00,2,NA,NA,29.4,36.2,8.094,394,NA,NA,8.202733892456294
6/14/24,12:00:00,3,NA,NA,29,36.1,8.016,361,NA,NA,8.055886812868282
6/14/24,12:00:00,4,NA,NA,29.1,36.1,7.641,334,NA,NA,8.175201088765602
6/14/24,12:00:00,5,NA,NA,29.4,36.3,8.706,405,NA,NA,8.197603441500199
6/14/24,12:00:00,6,NA,NA,28.3,36.1,7.688,369,NA,NA,8.094132979025389
6/14/24,12:00:00,7,NA,NA,28.7,36.1,8.126,313,NA,NA,8.151957085503087
6/14/24,12:00:00,8,NA,NA,28.3,36.1,8.024,342,NA,NA,8.07051321107913
6/14/24,12:00:00,9,NA,NA,28.8,36.1,9.848,386,NA,NA,8.18576973205942
6/14/24,12:00:00,10,NA,NA,28.2,36.1,8.152,415,NA,NA,8.106740838609806
6/14/24,12:00:00,11,NA,NA,28.3,36.1,8.052,420,NA,NA,8.068621297426272
6/14/24,12:00:00,12,NA,NA,28.9,36.1,9.292,360,NA,NA,8.185509473607107
6/14/24,12:00:00,13,NA,NA,28.7,36.1,8.945,405,NA,NA,8.19159776243775
6/14/24,12:00:00,14,NA,NA,28.5,36.1,8.513,421,NA,NA,8.129898100845102
6/14/24,12:00:00,15,NA,NA,28.9,36.1,8.502,365,NA,NA,8.05553827713405
6/14/24,12:00:00,16,NA,NA,28.4,36.1,7.961,407,NA,NA,8.110284633541806
6/14/24,12:00:00,Inflow1,NA,NA,29.5,36.1,9.037,NA,NA,NA,8.029273714700379
6/14/24,12:00:00,Inflow2,NA,NA,29.6,36.1,7.96,NA,NA,NA,8.052654131646511
6/14/24,21:00:00,1,NA,NA,27.3,36.3,6.406,NA,NA,NA,7.95298985961799
6/14/24,21:00:00,2,NA,NA,27.8,36.1,5.806,NA,NA,NA,7.967055280471163
6/14/24,21:00:00,3,NA,NA,27.9,36.1,7.716,NA,NA,NA,8.033543401606341
6/14/24,21:00:00,4,NA,NA,28,36.1,4.404,NA,NA,NA,7.77903289730933
6/14/24,21:00:00,5,NA,NA,27.7,36.1,6.318,NA,NA,NA,7.962523375693501
6/14/24,21:00:00,6,NA,NA,27.5,36.1,7.153,NA,NA,NA,8.049420249668353
6/14/24,21:00:00,7,NA,NA,27.6,36.1,6.385,NA,NA,NA,7.994023428618016
6/14/24,21:00:00,8,NA,NA,27.5,36.1,7.891,NA,NA,NA,8.068195735311491
6/14/24,21:00:00,9,NA,NA,27.7,36.1,8.233,NA,NA,NA,7.974582851922433
6/14/24,21:00:00,10,NA,NA,27.4,36.1,7.556,NA,NA,NA,8.04550087655593
6/14/24,21:00:00,11,NA,NA,27.4,36.1,6.724,NA,NA,NA,8.071564163666153
6/14/24,21:00:00,12,NA,NA,27.6,36.1,5.761,NA,NA,NA,7.985865503403512
6/14/24,21:00:00,13,NA,NA,27.7,36.1,6.554,NA,NA,NA,7.9503666871232
6/14/24,21:00:00,14,NA,NA,27.4,36.1,4.949,NA,NA,NA,8.03613221705057
6/14/24,21:00:00,15,NA,NA,27.8,36.1,6.733,NA,NA,NA,8.06053193112396
6/14/24,21:00:00,16,NA,NA,27.5,36.1,6.507,NA,NA,NA,8.026452646042072
6/14/24,21:00:00,Inflow1,NA,NA,27,36.4,7.108,NA,NA,NA,8.077677093463487
6/14/24,21:00:00,Inflow2,NA,NA,27,36.4,7.698,NA,NA,NA,8.072984265283743
6/15/24,12:00:00,1,NA,NA,28.3,36,8.951,440,NA,NA,8.147787352874353
6/15/24,12:00:00,2,NA,NA,29.4,36.3,9.196,456,NA,NA,8.23647020112504
6/15/24,12:00:00,3,NA,NA,28.9,36.3,8.042,418,NA,NA,8.065608706771826
6/15/24,12:00:00,4,NA,NA,29.1,36.3,8.598,398,NA,NA,8.181847968108691
6/15/24,12:00:00,5,NA,NA,29.4,36.2,9.405,467,NA,NA,8.247743465717987
6/15/24,12:00:00,6,NA,NA,28.4,36.2,7.613,442,NA,NA,8.090861484416402
6/15/24,12:00:00,7,NA,NA,28.7,36.2,8.937,414,NA,NA,8.175841815383125
6/15/24,12:00:00,8,NA,NA,28.4,36.2,8.524,421,NA,NA,8.073874011613793
6/15/24,12:00:00,9,NA,NA,29.1,36.2,10.677,426,NA,NA,8.235422514683398
6/15/24,12:00:00,10,NA,NA,28.3,36.2,8.307,501,NA,NA,8.158846973357997
6/15/24,12:00:00,11,NA,NA,28.4,36.1,8.727,514,NA,NA,8.06841865140286
6/15/24,12:00:00,12,NA,NA,29.1,36.2,9.846,442,NA,NA,8.230154763346173
6/15/24,12:00:00,13,NA,NA,29,36.2,10,479,NA,NA,8.27335156483475
6/15/24,12:00:00,14,NA,NA,28.6,36.2,9.112,501,NA,NA,8.140047188086086
6/15/24,12:00:00,15,NA,NA,29.1,36.2,9.343,438,NA,NA,8.06851255641786
6/15/24,12:00:00,16,NA,NA,28.9,36.2,9.114,484,NA,NA,8.20362570225299
6/15/24,12:00:00,Inflow1,NA,NA,29,36.4,9.116,NA,NA,NA,8.03937201136229
6/15/24,12:00:00,Inflow2,NA,NA,29,36.4,8.56,NA,NA,NA,8.05208482328165
6/15/24,21:00:00,1,NA,NA,27.6,36.1,7.621,NA,NA,NA,8.012612982917771
6/15/24,21:00:00,2,NA,NA,28.1,36.3,7.076,NA,NA,NA,8.020144042547905
6/15/24,21:00:00,3,NA,NA,28.1,36.2,8.276,NA,NA,NA,8.066470489008838
6/15/24,21:00:00,4,NA,NA,28.2,36.2,6.121,NA,NA,NA,7.792771335956633
6/15/24,21:00:00,5,NA,NA,28.1,36.2,7.639,NA,NA,NA,7.9446338070804075
6/15/24,21:00:00,6,NA,NA,27.8,36.2,7.471,NA,NA,NA,8.047991509048536
6/15/24,21:00:00,7,NA,NA,27.8,36.2,7.336,NA,NA,NA,7.995615937754272
6/15/24,21:00:00,8,NA,NA,27.8,36.2,8.3,NA,NA,NA,8.063907585361322
6/15/24,21:00:00,9,NA,NA,27.8,36.2,9.246,NA,NA,NA,7.953894599839643
6/15/24,21:00:00,10,NA,NA,27.6,36.2,8.203,NA,NA,NA,8.026403517356504
6/15/24,21:00:00,11,NA,NA,27.7,36.2,7.676,NA,NA,NA,8.067805351368165
6/15/24,21:00:00,12,NA,NA,27.7,36.3,6.166,NA,NA,NA,7.976264684325642
6/15/24,21:00:00,13,NA,NA,27.8,36.2,6.796,NA,NA,NA,7.941546368327097
6/15/24,21:00:00,14,NA,NA,27.7,36.2,5.482,NA,NA,NA,8.011968177243403
6/15/24,21:00:00,15,NA,NA,27.8,36.2,7.363,NA,NA,NA,8.063534412275475
6/15/24,21:00:00,16,NA,NA,27.8,36.2,7.059,NA,NA,NA,7.954848817985115
6/15/24,21:00:00,Inflow1,NA,NA,27.5,36.4,6.647,NA,NA,NA,8.081717781348006
6/15/24,21:00:00,Inflow2,NA,NA,27.5,36.4,8.133,NA,NA,NA,8.076849539048112
6/16/24,12:00:00,1,122,234,28.1,36,8.139,374,2357.963,NA,8.068298813997623
6/16/24,12:00:00,2,0,22,30.2,36.2,8.783,419,2281.888,NA,8.218996732619738
6/16/24,12:00:00,3,28,0,29.3,36.3,8.356,390,2359.21,NA,8.07478045561817
6/16/24,12:00:00,4,38,0,29.2,36.2,7.836,360,2345.46,NA,8.123818565708914
6/16/24,12:00:00,5,34,6,30,36.2,9.444,437,2217.519,NA,8.138946773364706
6/16/24,12:00:00,6,264,154,28.3,36.2,7.816,404,2339.006,NA,8.072310432130937
6/16/24,12:00:00,7,44,0,29,36.2,8.289,382,2299.68,NA,8.202543573263151
6/16/24,12:00:00,8,200,222,28.2,36.2,7.799,417,2354.456,NA,8.078313214759168
6/16/24,12:00:00,9,8,68,29.4,36.2,10.198,434,2234.84,NA,8.189936155065569
6/16/24,12:00:00,10,320,188,28.1,36.1,8.142,474,2345.282,NA,8.033636157975897
6/16/24,12:00:00,11,330,410,28.1,36.1,8.065,479,2356.948,NA,8.061304776391014
6/16/24,12:00:00,12,40,12,29.4,36.2,10.319,408,2274.635,NA,8.228681717120024
6/16/24,12:00:00,13,86,140,28.4,36.2,9.029,415,2349.263,NA,8.120024015420876
6/16/24,12:00:00,14,54,30,29,36.1,9.07,437,2306.878,NA,8.22685590824454
6/16/24,12:00:00,15,82,86,28.6,36.1,9.163,397,2357.934,NA,8.076378296956683
6/16/24,12:00:00,16,232,220,28.2,36.2,8.224,454,2333.479,NA,8.068239589215022
6/16/24,12:00:00,Inflow1,NA,NA,29,36.4,9.043,NA,2361.208,Bottles were in sun,8.044953111675818
6/16/24,12:00:00,Inflow2,NA,NA,29,36.4,8.324,NA,2359.208,Bottles were in sun,8.055406683566746
6/16/24,21:00:00,1,218,100,27.7,36.1,NA,NA,2359.093,NA,8.007404088259525
6/16/24,21:00:00,2,20,5,28.2,36.3,NA,NA,2328.172,NA,8.008856153182974
6/16/24,21:00:00,3,0,38,28.1,36.2,NA,NA,2359.503,NA,8.043805040215114
6/16/24,21:00:00,4,0,60,28.1,36.2,NA,NA,2377.739,NA,7.872648896186567
6/16/24,21:00:00,5,1,32,28,36.2,NA,NA,2328.865,NA,7.948366099974706
6/16/24,21:00:00,6,122,268,27.8,36.2,NA,NA,2352.745,NA,8.049644929860573
6/16/24,21:00:00,7,0,46,27.9,36.2,NA,NA,2364.298,NA,7.948104034693274
6/16/24,21:00:00,8,172,210,27.8,36.1,NA,NA,2354.95,NA,8.072302688772547
6/16/24,21:00:00,9,56,4,28,36.2,NA,NA,2335.087,NA,7.9535967080828565
6/16/24,21:00:00,10,142,258,27.6,36.2,NA,NA,2351.796,NA,8.050938808614553
