Year,Date,Location,Site,Habitat,Transect,Quadrat,Taxonomy_Substrate_Functional_Group,Percent_Cover
2006,1/14/06,LTER 1 Backreef Algae Transect 4 Quad 9,LTER 1,Backreef,4,9,Sand,8
2006,1/14/06,LTER 1 Backreef Algae Transect 4 Quad 9,LTER 1,Backreef,4,9,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 1,LTER 1,Backreef,5,1,Algal Turf,28
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 1,LTER 1,Backreef,5,1,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 1,LTER 1,Backreef,5,1,Coral,64
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 1,LTER 1,Backreef,5,1,Crustose Corallines,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 1,LTER 1,Backreef,5,1,Sand,8
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 1,LTER 1,Backreef,5,1,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 10,LTER 1,Backreef,5,10,Algal Turf,44
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 10,LTER 1,Backreef,5,10,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 10,LTER 1,Backreef,5,10,Coral,8
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 10,LTER 1,Backreef,5,10,Crustose Corallines,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 10,LTER 1,Backreef,5,10,Sand,48
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 10,LTER 1,Backreef,5,10,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 2,LTER 1,Backreef,5,2,Algal Turf,68
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 2,LTER 1,Backreef,5,2,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 2,LTER 1,Backreef,5,2,Coral,20
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 2,LTER 1,Backreef,5,2,Crustose Corallines,12
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 2,LTER 1,Backreef,5,2,Sand,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 2,LTER 1,Backreef,5,2,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 3,LTER 1,Backreef,5,3,Algal Turf,64
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 3,LTER 1,Backreef,5,3,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 3,LTER 1,Backreef,5,3,Coral,12
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 3,LTER 1,Backreef,5,3,Crustose Corallines,4
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 3,LTER 1,Backreef,5,3,Sand,8
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 3,LTER 1,Backreef,5,3,Turbinaria ornata,12
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 4,LTER 1,Backreef,5,4,Algal Turf,52
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 4,LTER 1,Backreef,5,4,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 4,LTER 1,Backreef,5,4,Coral,28
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 4,LTER 1,Backreef,5,4,Crustose Corallines,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 4,LTER 1,Backreef,5,4,Sand,20
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 4,LTER 1,Backreef,5,4,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 5,LTER 1,Backreef,5,5,Algal Turf,40
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 5,LTER 1,Backreef,5,5,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 5,LTER 1,Backreef,5,5,Coral,32
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 5,LTER 1,Backreef,5,5,Crustose Corallines,4
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 5,LTER 1,Backreef,5,5,Sand,20
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 5,LTER 1,Backreef,5,5,Turbinaria ornata,4
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 6,LTER 1,Backreef,5,6,Algal Turf,96
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 6,LTER 1,Backreef,5,6,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 6,LTER 1,Backreef,5,6,Coral,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 6,LTER 1,Backreef,5,6,Crustose Corallines,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 6,LTER 1,Backreef,5,6,Sand,4
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 6,LTER 1,Backreef,5,6,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 7,LTER 1,Backreef,5,7,Algal Turf,56
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 7,LTER 1,Backreef,5,7,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 7,LTER 1,Backreef,5,7,Coral,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 7,LTER 1,Backreef,5,7,Crustose Corallines,12
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 7,LTER 1,Backreef,5,7,Sand,32
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 7,LTER 1,Backreef,5,7,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 8,LTER 1,Backreef,5,8,Algal Turf,56
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 8,LTER 1,Backreef,5,8,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 8,LTER 1,Backreef,5,8,Coral,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 8,LTER 1,Backreef,5,8,Crustose Corallines,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 8,LTER 1,Backreef,5,8,Sand,44
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 8,LTER 1,Backreef,5,8,Turbinaria ornata,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 9,LTER 1,Backreef,5,9,Algal Turf,32
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 9,LTER 1,Backreef,5,9,Amansia rhodantha,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 9,LTER 1,Backreef,5,9,Coral,12
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 9,LTER 1,Backreef,5,9,Crustose Corallines,0
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 9,LTER 1,Backreef,5,9,Sand,56
2006,1/14/06,LTER 1 Backreef Algae Transect 5 Quad 9,LTER 1,Backreef,5,9,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Algal Turf,44
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Coral,32
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Sand,20
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 1,LTER 1,Backreef,1,1,Turbinaria ornata,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Algal Turf,76
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Amansia rhodantha,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Coral,16
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Crustose Corallines,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 10,LTER 1,Backreef,1,10,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Algal Turf,28
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Caulerpa serrulata,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Coral,28
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Sand,40
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 2,LTER 1,Backreef,1,2,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Algal Turf,32
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Coral,32
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Crustose Corallines,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Halimeda discoidea,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Sand,16
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 3,LTER 1,Backreef,1,3,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Algal Turf,68
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Coral,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Crustose Corallines,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Sand,20
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 4,LTER 1,Backreef,1,4,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Algal Turf,16
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Coral,84
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 5,LTER 1,Backreef,1,5,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Algal Turf,36
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Coral,24
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Crustose Corallines,4
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Sand,28
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 6,LTER 1,Backreef,1,6,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Algal Turf,48
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Coral,24
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Crustose Corallines,12
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Sand,16
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 7,LTER 1,Backreef,1,7,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Algal Turf,80
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Coral,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Crustose Corallines,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Sand,12
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 8,LTER 1,Backreef,1,8,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Algal Turf,84
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Coral,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Crustose Corallines,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Sand,8
2011,1/22/11,LTER 1 Backreef Algae Transect 1 Quad 9,LTER 1,Backreef,1,9,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Algal Turf,32
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Amansia rhodantha,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Coral,24
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Crustose Corallines,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Sand,28
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 1,LTER 1,Backreef,2,1,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Algal Turf,76
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Coral,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Crustose Corallines,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Peyssonnelia bornetii,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 10,LTER 1,Backreef,2,10,Turbinaria ornata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Algal Turf,68
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Coral,4
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Crustose Corallines,12
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Peyssonnelia bornetii,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 2,LTER 1,Backreef,2,2,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Algal Turf,60
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Amansia rhodantha,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Caulerpa racemosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Caulerpa serrulata,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Cladophoropsis membranacea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Coral,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Crustose Corallines,24
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Dictyosphaeria cavernosa,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Halimeda discoidea,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Halimeda minima,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Sand,0
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 3,LTER 1,Backreef,2,3,Turbinaria ornata,8
2011,1/22/11,LTER 1 Backreef Algae Transect 2 Quad 4,LTER 1,Backreef,2,4,Algal Turf,88
