YEAR,LTER,HABITAT,TRANSECT,POLE,QUADRAT,ACANTHASTREA,ACROPORA,ASTREA,CYPHASTREA,FUNGIIDAE_UNIDENTIFIED,GARDINEROSERIS,GONIASTREA,LEPTASTREA,LEPTOSERIS,LOBOPHYLLIA,MILLEPORA,MONTIPORA,PACHYSERIS,PAVONA,PLESIASTREA,POCILLOPORA,PORITES,PSAMMACORA,STYLOCOENIELLA,UNKNOWN_OR_OTHER
2011,LTER_1,Fringing reef,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,Fringing reef,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,Fringing reef,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0
2011,LTER_1,Fringing reef,5,E,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,Fringing reef,5,E,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0
2011,LTER_1,10m,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2011,LTER_1,10m,1,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,1,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,1,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,1,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,LTER_1,10m,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,2,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011,LTER_1,10m,2,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,2,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,2,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,2,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,3,C,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
2011,LTER_1,10m,3,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2011,LTER_1,10m,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,3,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,LTER_1,10m,3,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,4,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,4,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,4,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,4,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,4,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011,LTER_1,10m,4,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,10m,4,D,8,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,5,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0
2011,LTER_1,10m,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
2011,LTER_1,10m,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,5,E,6,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,5,E,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,10m,5,E,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
2011,LTER_1,17m,1,A,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2.1,0,0,0
2011,LTER_1,17m,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
2011,LTER_1,17m,1,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011,LTER_1,17m,1,A,6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,LTER_1,17m,1,A,7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.6,0,0,0
2011,LTER_1,17m,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.1,0,0,0
2011,LTER_1,17m,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0
2011,LTER_1,17m,2,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,2,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,LTER_1,17m,2,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,2,B,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,2,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0
2011,LTER_1,17m,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011,LTER_1,17m,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0
2011,LTER_1,17m,3,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,3,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2011,LTER_1,17m,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,17m,3,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,17m,3,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,4,D,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,4,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,4,D,3,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,17m,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2011,LTER_1,17m,4,D,5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
2011,LTER_1,17m,4,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.8,0,0,0
2011,LTER_1,17m,4,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,4,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0
2011,LTER_1,17m,5,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,17m,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
2011,LTER_1,17m,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0
2011,LTER_1,17m,5,E,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,LTER_1,17m,5,E,7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
2011,LTER_1,17m,5,E,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,LTER_1,Fringing reef,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0
2012,LTER_1,Fringing reef,1,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0
2012,LTER_1,Fringing reef,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,14.1,0,0,0
2012,LTER_1,Fringing reef,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0
2012,LTER_1,Fringing reef,1,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,LTER_1,Fringing reef,1,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0
2012,LTER_1,Fringing reef,1,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0
2012,LTER_1,Fringing reef,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0
2012,LTER_1,Fringing reef,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0
2012,LTER_1,Fringing reef,2,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
2012,LTER_1,Fringing reef,2,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
2012,LTER_1,Fringing reef,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0
2012,LTER_1,Fringing reef,2,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0
2012,LTER_1,Fringing reef,2,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0
2012,LTER_1,Fringing reef,2,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0,0,0
2012,LTER_1,Fringing reef,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0
2012,LTER_1,Fringing reef,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0
2012,LTER_1,Fringing reef,3,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0
2012,LTER_1,Fringing reef,3,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0
2012,LTER_1,Fringing reef,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0
2012,LTER_1,Fringing reef,3,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0
2012,LTER_1,Fringing reef,3,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0
2012,LTER_1,Fringing reef,3,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0
2012,LTER_1,Fringing reef,3,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,0,0,0
2012,LTER_1,Fringing reef,4,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6,0,0,0
2012,LTER_1,Fringing reef,4,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0
2012,LTER_1,Fringing reef,4,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0
2012,LTER_1,Fringing reef,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,0,0,0
2012,LTER_1,Fringing reef,4,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0
2012,LTER_1,Fringing reef,4,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,0,0
2012,LTER_1,Fringing reef,4,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0
2012,LTER_1,Fringing reef,4,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0
2012,LTER_1,Fringing reef,5,E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,Fringing reef,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,Fringing reef,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,Fringing reef,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,Fringing reef,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0
2012,LTER_1,Fringing reef,5,E,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,Fringing reef,5,E,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2012,LTER_1,Fringing reef,5,E,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0
2012,LTER_1,10m,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,1.1,0,0
2012,LTER_1,10m,1,A,2,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,1.7,0,0,0,0
2012,LTER_1,10m,1,A,3,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,1.6,1.6,0.5,0,0
2012,LTER_1,10m,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.1,0,0,0
2012,LTER_1,10m,1,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,10m,1,A,6,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.1,0,0,0
2012,LTER_1,10m,1,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1.1,0,0,0
2012,LTER_1,10m,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.5,1.1,0,0
2012,LTER_1,10m,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0
2012,LTER_1,10m,2,B,2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1.1,0,0,0
2012,LTER_1,10m,2,B,3,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0
2012,LTER_1,10m,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.5,0,0,0
2012,LTER_1,10m,2,B,5,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012,LTER_1,10m,2,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,0
2012,LTER_1,10m,2,B,7,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,2.1,0,0,0,0
2012,LTER_1,10m,2,B,8,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0
2012,LTER_1,10m,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,10m,3,C,2,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3.7,1.6,0,0,0
2012,LTER_1,10m,3,C,3,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.6,0,0,0,0
2012,LTER_1,10m,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0
2012,LTER_1,10m,3,C,5,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0.5,0,0,0
2012,LTER_1,10m,3,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.5,0,0,0
2012,LTER_1,10m,4,D,1,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.5,0,3.8,1,0,0,0
2012,LTER_1,10m,4,D,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0.5,0,0,0
2012,LTER_1,10m,4,D,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3.8,0.5,0,0,0
2012,LTER_1,10m,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2.1,0,0
2012,LTER_1,10m,4,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,2.3,0,0.6,0,0
2012,LTER_1,10m,4,D,6,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,1.6,0,0,0
2012,LTER_1,10m,4,D,7,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,1.7,0,0,0,0
2012,LTER_1,10m,4,D,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
2012,LTER_1,10m,5,E,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2.7,1.1,0,0,0
2012,LTER_1,10m,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.6,1.1,0,0,0
2012,LTER_1,10m,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.6,0,2.6,0.5,0.5,0,0
2012,LTER_1,10m,5,E,4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,4.9,1.1,0,0,0
2012,LTER_1,10m,5,E,5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,1.6,0,0,0,0
2012,LTER_1,10m,5,E,6,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,1.7,0,0,0,0
2012,LTER_1,10m,5,E,7,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,0,0,0
2012,LTER_1,10m,5,E,8,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
2012,LTER_1,17m,1,A,1,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0
2012,LTER_1,17m,1,A,2,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0.5,0,0,0
2012,LTER_1,17m,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0
2012,LTER_1,17m,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2012,LTER_1,17m,1,A,5,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.5,0,3.2,2.1,0,0,0
2012,LTER_1,17m,1,A,6,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1.1,0,0
2012,LTER_1,17m,1,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,0,0,0
2012,LTER_1,17m,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0
2012,LTER_1,17m,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0
2012,LTER_1,17m,2,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.5,0,0
2012,LTER_1,17m,2,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
2012,LTER_1,17m,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,0
2012,LTER_1,17m,2,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0
2012,LTER_1,17m,2,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,17m,2,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,0.6,0.6,0,0
2012,LTER_1,17m,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,17m,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0
2012,LTER_1,17m,3,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2012,LTER_1,17m,3,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,1.1,0,0,0,0
2012,LTER_1,17m,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0
2012,LTER_1,17m,3,C,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,17m,3,C,6,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0.6,0,0,0,0
2012,LTER_1,17m,4,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,17m,4,D,2,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1.6,0,0,0
2012,LTER_1,17m,4,D,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
2012,LTER_1,17m,4,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
2012,LTER_1,17m,4,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012,LTER_1,17m,4,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
2012,LTER_1,17m,4,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2012,LTER_1,17m,4,D,8,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.7,0,0,0,0,0,0
2012,LTER_1,17m,5,E,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0
2012,LTER_1,17m,5,E,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
2012,LTER_1,17m,5,E,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
2012,LTER_1,17m,5,E,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0
2012,LTER_1,17m,5,E,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0
2012,LTER_1,17m,5,E,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.1,0,0,0,0
2012,LTER_1,17m,5,E,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.6,0,0,0
2012,LTER_1,17m,5,E,8,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2013,LTER_1,Fringing reef,1,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0
2013,LTER_1,Fringing reef,1,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0
2013,LTER_1,Fringing reef,1,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0.6
2013,LTER_1,Fringing reef,1,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0
2013,LTER_1,Fringing reef,1,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0
2013,LTER_1,Fringing reef,1,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0
2013,LTER_1,Fringing reef,1,A,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0.6
2013,LTER_1,Fringing reef,1,A,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
2013,LTER_1,Fringing reef,2,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
2013,LTER_1,Fringing reef,2,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,1.1
2013,LTER_1,Fringing reef,2,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0.6
2013,LTER_1,Fringing reef,2,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0
2013,LTER_1,Fringing reef,2,B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,1.1
2013,LTER_1,Fringing reef,2,B,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0.5
2013,LTER_1,Fringing reef,2,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0
2013,LTER_1,Fringing reef,2,B,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0
2013,LTER_1,Fringing reef,3,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,1.1
2013,LTER_1,Fringing reef,3,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0
2013,LTER_1,Fringing reef,3,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,1.1
2013,LTER_1,Fringing reef,3,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0.6
2013,LTER_1,Fringing reef,3,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0
2013,LTER_1,Fringing reef,3,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0
2013,LTER_1,Fringing reef,3,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0
2013,LTER_1,Fringing reef,3,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0,0
2013,LTER_1,Fringing reef,4,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0
2013,LTER_1,Fringing reef,4,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.1
2013,LTER_1,Fringing reef,4,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0
