Date,Rep,Treatment,TankID,Salinity,pH,TempInSitu,DO,DO_mg_L,Time,DateTime
20240601,4,2006,Pre 4,36.3,7.923380230874018,29.032,76.7,4.95,05:30:00,2024-06-01T05:30:00Z
20240601,1,2011,COTS 1,36.3,7.930042355758741,28.329,77,4.97,05:30:00,2024-06-01T05:30:00Z
20240601,2,2011,COTS 2,36.3,8.014132676608268,28.563,72,4.42,05:30:00,2024-06-01T05:30:00Z
20240601,3,2011,COTS 3,36.3,7.938071565193872,28.216,75.3,4.88,05:30:00,2024-06-01T05:30:00Z
20240601,4,2011,COTS 4,36.3,7.938392285132886,28.189,75,4.85,05:30:00,2024-06-01T05:30:00Z
20240601,1,2019,Bleach 1,36.3,7.941975878519119,28.871,74.2,4.77,05:30:00,2024-06-01T05:30:00Z
20240601,2,2019,Bleach 2,36.4,7.907388935382226,28.566,72.8,4.71,05:30:00,2024-06-01T05:30:00Z
20240601,3,2019,Bleach 3,36.2,7.965012079080365,28.044,75.6,4.88,05:30:00,2024-06-01T05:30:00Z
20240601,4,2019,Bleach 4,36.3,7.935134431948249,28.885,74.1,4.77,05:30:00,2024-06-01T05:30:00Z
20240601,1,Control,Control 1,36.4,7.8087237237087885,28.721,71.6,4.59,05:30:00,2024-06-01T05:30:00Z
20240601,2,Control,Control 2,36.2,7.976640493829378,28.469,68.8,4.42,05:30:00,2024-06-01T05:30:00Z
20240601,3,Control,Control 3,36.3,7.958613154755834,28.596,76.4,4.91,05:30:00,2024-06-01T05:30:00Z
20240601,4,Control,Control 4,36.2,7.991420291747072,28.629,67.1,4.31,05:30:00,2024-06-01T05:30:00Z
