Task,T916,,,,,,
Scope 1/1, Sample 1/18 (Junk),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0.9,298,62.2,0.003,24.6,,,
0.96,318,67.8,0.003,24.6,,,
1.02,337,73.6,0.003,24.6,,,
1.08,356,80,0.003,24.6,,,
1.14,374,87.2,0.0035,24.6,,,
1.2,391,95.9,0.0035,24.7,,,
1.26,408,107.1,0.0035,24.7,251.73,2.4,
1.32,422,122.9,0.0045,24.7,305.89,2.49,
1.38,433,147,0.0055,24.7,336.61,2.53,
1.44,440,170.4,0.008,24.7,323.02,2.51,
1.5,446,184.9,0.009,24.7,261.74,2.42,
1.53,543,190.3,0.0005,24.7,209.51,2.32,
1.56,548,194.9,0.0055,24.7,148.13,2.17,
1.59,554,198.7,0.005,24.7,113.62,2.06,
1.62,560,202.1,0.0055,24.7,103.11,2.01,
1.65,565,205.1,0.006,24.7,92.68,1.97,
1.68,570,207.7,0.006,24.7,83.62,1.92,
1.71,575,210.1,0.006,24.7,76.78,1.89,
1.74,580,212.3,0.0055,24.8,70.64,1.85,
1.77,586,214.4,0.0055,24.8,65.88,1.82,
1.8,591,216.3,0.0065,24.8,61.42,1.79,
1.83,596,218.1,0.0065,24.8,57.08,1.76,
1.86,601,219.7,0.006,24.8,53.08,1.72,
1.89,606,221.3,0.006,24.8,49.75,1.7,
1.92,611,222.7,0.006,24.8,47.28,1.67,
1.95,616,224.1,0.006,24.8,44.95,1.65,
1.98,621,225.4,0.006,24.8,42.79,1.63,
2.01,626,226.7,0.006,24.8,40.81,1.61,
2.04,631,227.9,0.0055,24.8,39.34,1.59,
2.07,636,229,0.0055,24.8,37.29,1.57,
2.1,642,230.1,0.0055,24.8,35.66,1.55,
2.13,647,231.2,0.0065,24.8,,,
2.16,652,232.2,0.0065,24.8,,,
2.19,657,233.1,0.0065,24.8,,,
2.22,662,234.1,0.006,24.8,,,
2.25,667,235,0.006,24.8,,,
Scope 1/1, Sample 1/18 (Junk3),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-73.1,NaN,25.8,,,
0.06,13,-72.3,0.0045,25.8,,,
0.12,33,-62.8,0.003,25.8,,,
0.18,54,-50.3,0.003,25.8,,,
0.24,74,-32.6,0.003,25.8,,,
0.3,94,-11.9,0.003,25.9,,,
0.36,114,1.9,0.003,25.9,,,
0.42,134,11.7,0.003,25.9,,,
0.48,154,19.9,0.003,25.9,,,
0.54,174,27.2,0.003,25.9,,,
0.6,194,33.8,0.003,25.9,,,
0.66,214,40.1,0.003,25.9,,,
0.72,235,46,0.003,25.9,,,
0.78,255,51.8,0.003,25.9,,,
0.84,275,57.3,0.003,25.9,,,
0.9,295,62.9,0.003,25.9,,,
0.96,315,68.8,0.003,25.9,,,
1.02,334,74.9,0.003,25.9,,,
1.08,352,81.6,0.0035,25.9,,,
1.14,370,89.3,0.0035,25.9,,,
1.2,387,98.7,0.0035,25.9,,,
1.26,402,111.3,0.004,25.9,275.71,2.44,
1.32,416,129.6,0.004,25.9,323.05,2.51,
1.38,426,155.5,0.006,25.9,339.79,2.53,
1.44,433,176.2,0.0085,25.9,309.62,2.49,
1.5,438,188.8,0.0115,25.9,236.44,2.37,
1.53,534,193.7,0.0005,25.9,180.05,2.26,
1.56,539,197.8,0.006,25.9,125.16,2.1,
1.59,545,201.3,0.0055,25.9,104.22,2.02,
1.62,550,204.4,0.0065,25.9,96.43,1.98,
1.65,555,207.3,0.006,25.9,87.27,1.94,
1.68,560,209.7,0.006,25.9,79.53,1.9,
1.71,565,212,0.006,25.9,72.98,1.86,
1.74,570,214.1,0.006,25.9,67.35,1.83,
1.77,575,216.1,0.006,25.9,62.7,1.8,
1.8,580,217.9,0.0055,25.9,58.75,1.77,
1.83,586,219.6,0.0055,25.9,54.75,1.74,
1.86,591,221.2,0.0065,25.9,51.61,1.71,
1.89,596,222.7,0.006,25.9,48.75,1.69,
1.92,601,224.1,0.006,25.9,46.66,1.67,
1.95,606,225.5,0.006,25.9,44.14,1.64,
1.98,611,226.8,0.006,25.9,41.79,1.62,
2.01,616,228,0.006,25.9,39.48,1.6,
2.04,621,229.2,0.006,25.9,37.28,1.57,
2.07,626,230.2,0.0055,25.9,35.61,1.55,
2.1,631,231.3,0.0055,25.9,,,
2.13,636,232.3,0.0055,25.9,,,
2.16,642,233.3,0.0055,25.9,,,
2.19,647,234.3,0.0065,25.9,,,
2.22,652,235.2,0.0065,25.9,,,
Scope 1/1, Sample 1/18 (Tank15_0620_1200),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-64.7,NaN,24.4,,,
0.06,17,-65.5,0.0035,24.4,,,
0.12,38,-54.9,0.003,24.4,,,
0.18,58,-39.2,0.003,24.4,,,
0.24,78,-19.3,0.003,24.4,,,
0.3,98,-3.5,0.003,24.4,,,
0.36,118,6.8,0.003,24.5,,,
0.42,138,15.3,0.003,24.5,,,
0.48,158,22.5,0.003,24.5,,,
0.54,178,29,0.003,24.5,,,
0.6,198,35,0.003,24.5,,,
0.66,219,40.7,0.003,24.6,,,
0.72,239,46.3,0.003,24.6,,,
0.78,259,51.5,0.003,24.6,,,
0.84,279,56.7,0.003,24.6,,,
0.9,299,61.9,0.003,24.6,,,
0.96,319,67.4,0.003,24.6,,,
1.02,339,73.1,0.003,24.7,,,
1.08,357,79.1,0.0035,24.7,,,
1.14,375,85.9,0.0035,24.7,,,
1.2,392,94.2,0.0035,24.7,,,
1.26,408,104.5,0.004,24.7,231.8,2.37,
1.32,423,118.7,0.004,24.7,289.79,2.46,
1.38,434,140.5,0.0055,24.7,329.67,2.52,
1.44,442,165.3,0.007,24.7,328.91,2.52,
1.5,449,181.6,0.0085,24.8,278.9,2.45,
1.53,546,187.6,0.0005,24.8,232.3,2.37,
1.56,551,192.5,0.0055,24.8,169.6,2.23,
1.59,557,196.6,0.005,24.8,123.9,2.09,
1.62,562,200.2,0.006,24.8,109.24,2.04,
1.65,568,203.4,0.0055,24.8,98.1,1.99,
1.68,573,206.2,0.006,24.8,88.08,1.94,
1.71,578,208.7,0.0055,24.8,80.06,1.9,
1.74,583,211,0.0055,24.8,73.45,1.87,
1.77,588,213.1,0.0055,24.9,68.16,1.83,
1.8,594,215.1,0.0055,24.9,63.75,1.8,
1.83,599,217,0.0065,24.9,59.41,1.77,
1.86,604,218.7,0.0065,24.9,55.42,1.74,
1.89,609,220.3,0.006,24.9,51.95,1.72,
1.92,614,221.8,0.006,24.9,48.94,1.69,
1.95,619,223.2,0.006,24.9,46.08,1.66,
1.98,624,224.6,0.006,24.9,43.99,1.64,
2.01,629,225.9,0.006,24.9,41.62,1.62,
2.04,634,227.1,0.0055,24.9,39.61,1.6,
2.07,639,228.2,0.0055,24.9,38,1.58,
2.1,644,229.4,0.0055,24.9,36.47,1.56,
2.13,650,230.4,0.005,24.9,35.13,1.55,
2.16,655,231.5,0.006,24.9,,,
2.19,660,232.5,0.006,24.9,,,
2.22,665,233.4,0.006,24.9,,,
2.25,670,234.3,0.0055,24.9,,,
2.28,675,235.2,0.0055,24.9,,,
Scope 1/1, Sample 1/18 (Tank16_0620_1200),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-74.5,NaN,24.5,,,
0.06,14,-73.8,0.0045,24.4,,,
0.12,34,-64.1,0.003,24.4,,,
0.18,54,-51.1,0.003,24.5,,,
0.24,74,-32.6,0.003,24.5,,,
0.3,94,-11.4,0.003,24.5,,,
0.36,115,2.4,0.003,24.5,,,
0.42,135,12.3,0.003,24.5,,,
0.48,155,20.6,0.003,24.6,,,
0.54,175,27.9,0.003,24.6,,,
0.6,195,34.7,0.003,24.6,,,
0.66,215,41.1,0.003,24.6,,,
0.72,235,47.3,0.003,24.6,,,
0.78,256,53.3,0.003,24.6,,,
0.84,276,59.3,0.003,24.7,,,
0.9,296,65.2,0.003,24.7,,,
0.96,315,71.6,0.003,24.7,,,
1.02,335,78.4,0.003,24.7,,,
1.08,355,86.1,0.003,24.7,,,
1.14,372,95.1,0.0035,24.7,,,
1.2,389,107.1,0.0035,24.7,268.69,2.43,
1.26,403,124.7,0.004,24.8,321.29,2.51,
1.32,413,150.3,0.006,24.8,345.72,2.54,
1.38,421,172.8,0.0075,24.8,322.84,2.51,
1.44,427,186.6,0.0095,24.8,252.42,2.4,
1.47,523,191.7,0.0005,24.8,195.71,2.29,
1.5,529,195.9,0.0055,24.8,135.89,2.13,
1.53,534,199.6,0.006,24.9,107.54,2.03,
1.56,539,202.9,0.006,24.9,99.04,2,
1.59,544,205.7,0.0055,24.9,90.76,1.96,
1.62,550,208.3,0.0055,24.9,82.59,1.92,
1.65,555,210.7,0.006,24.9,75.1,1.88,
1.68,560,212.9,0.006,24.9,69.16,1.84,
1.71,566,214.9,0.0055,24.9,64.04,1.81,
1.74,571,216.7,0.0065,24.9,59.55,1.77,
1.77,576,218.4,0.0065,24.9,55.75,1.75,
1.8,581,220.1,0.006,24.9,52.6,1.72,
1.83,586,221.6,0.006,24.9,49.61,1.7,
1.86,591,223.1,0.006,24.9,46.81,1.67,
1.89,596,224.4,0.006,24.9,43.94,1.64,
1.92,601,225.7,0.006,24.9,41.61,1.62,
1.95,606,226.9,0.006,24.9,39.8,1.6,
1.98,611,228.1,0.0055,24.9,37.94,1.58,
2.01,616,229.2,0.0055,24.9,36.66,1.56,
2.04,622,230.3,0.0055,24.9,35.15,1.55,
2.07,626,231.3,0.0065,24.9,,,
2.1,632,232.3,0.0055,24.9,,,
2.13,637,233.3,0.0065,24.9,,,
2.16,642,234.2,0.006,24.9,,,
2.19,647,235.1,0.006,24.9,,,
Scope 1/1, Sample 1/18 (Intake1_0620_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-62.3,NaN,24.8,,,
0.06,17,-63.1,0.0035,24.8,,,
0.12,38,-51.4,0.003,24.8,,,
0.18,58,-34.8,0.003,24.8,,,
0.24,78,-14.7,0.003,24.8,,,
0.3,98,-0.5,0.003,24.8,,,
0.36,118,9.1,0.003,24.8,,,
0.42,138,17.1,0.003,24.9,,,
0.48,158,24,0.003,24.9,,,
0.54,178,30.4,0.003,24.9,,,
0.6,198,36.3,0.003,24.9,,,
0.66,219,41.9,0.003,24.9,,,
0.72,239,47.2,0.003,24.9,,,
0.78,259,52.5,0.003,24.9,,,
0.84,279,57.7,0.003,24.9,,,
0.9,299,62.9,0.003,25,,,
0.96,318,68.1,0.003,25,,,
1.02,337,73.8,0.003,25,,,
1.08,356,80.2,0.003,25,,,
1.14,373,87,0.0035,25,,,
1.2,390,95.3,0.0035,25,,,
1.26,405,105.8,0.004,25,236.56,2.37,
1.32,420,120.6,0.004,25,292.93,2.47,
1.38,431,142.9,0.0055,25,330.39,2.52,
1.44,439,167.1,0.0075,25,325.58,2.51,
1.5,445,182.8,0.0095,25,272.22,2.43,
1.53,541,188.6,0.0005,25.1,224.13,2.35,
1.56,547,193.4,0.005,25.1,162.79,2.21,
1.59,553,197.4,0.005,25.1,120.7,2.08,
1.62,558,200.9,0.006,25.1,107.35,2.03,
1.65,564,204.1,0.0055,25.1,96.83,1.99,
1.68,569,206.8,0.0055,25.1,87.09,1.94,
1.71,574,209.3,0.0055,25.1,79.25,1.9,
1.74,580,211.6,0.005,25.1,72.64,1.86,
1.77,585,213.7,0.006,25.1,67.5,1.83,
1.8,590,215.6,0.006,25.1,62.89,1.8,
1.83,595,217.5,0.006,25.1,58.6,1.77,
1.86,600,219.2,0.006,25.1,54.75,1.74,
1.89,605,220.8,0.0055,25.1,51.42,1.71,
1.92,610,222.2,0.0055,25.1,48.28,1.68,
1.95,616,223.7,0.0055,25.1,45.61,1.66,
1.98,621,225,0.0065,25.1,43.8,1.64,
2.01,626,226.3,0.006,25.1,41.62,1.62,
2.04,631,227.5,0.006,25.1,39.85,1.6,
2.07,636,228.7,0.006,25.1,37.62,1.58,
2.1,641,229.8,0.006,25.1,36.13,1.56,
2.13,646,230.8,0.006,25.1,34.48,1.54,
2.16,651,231.9,0.006,25.1,,,
2.19,656,232.8,0.0055,25.2,,,
2.22,661,233.8,0.0055,25.2,,,
2.25,666,234.7,0.0055,25.2,,,
2.28,672,235.6,0.0055,25.2,,,
Scope 1/1, Sample 1/18 (Intake2_0620_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-62.2,NaN,24.9,,,
0.06,17,-63,0.0035,25,,,
0.12,38,-51.2,0.003,25,,,
0.18,58,-34.8,0.003,25,,,
0.24,78,-14.6,0.003,25,,,
0.3,98,-0.4,0.003,25,,,
0.36,118,9.3,0.003,25,,,
0.42,138,17.4,0.003,25,,,
0.48,158,24.3,0.003,25,,,
0.54,178,30.6,0.003,25.1,,,
0.6,198,36.6,0.003,25.1,,,
0.66,219,42.1,0.003,25.1,,,
0.72,239,47.5,0.003,25.1,,,
0.78,259,52.7,0.003,25.1,,,
0.84,279,58,0.003,25.1,,,
0.9,299,63.1,0.003,25.1,,,
0.96,319,68.5,0.003,25.1,,,
1.02,337,74.1,0.0035,25.1,,,
1.08,354,80.3,0.0035,25.1,,,
1.14,372,87.4,0.0035,25.2,,,
1.2,389,95.8,0.0035,25.2,,,
1.26,405,106.5,0.004,25.2,240.69,2.38,
1.32,419,121.4,0.0045,25.2,296.21,2.47,
1.38,430,144.3,0.0055,25.2,331.44,2.52,
1.44,438,168.2,0.008,25.2,324.61,2.51,
1.5,444,183.6,0.01,25.2,269.15,2.43,
1.53,540,189.3,0.0005,25.2,219.97,2.34,
1.56,546,194,0.005,25.2,158.14,2.2,
1.59,552,197.9,0.0055,25.2,118.44,2.07,
1.62,557,201.4,0.006,25.2,105.73,2.02,
1.65,563,204.5,0.005,25.2,95.29,1.98,
1.68,568,207.2,0.006,25.2,86.14,1.94,
1.71,573,209.7,0.006,25.2,78.59,1.9,
1.74,578,211.9,0.006,25.2,72.3,1.86,
1.77,583,214,0.006,25.2,67.03,1.83,
1.8,588,216,0.0055,25.2,62.4,1.8,
1.83,593,217.8,0.0055,25.2,57.89,1.76,
1.86,598,219.5,0.0055,25.2,54.28,1.73,
1.89,604,221,0.0055,25.2,50.56,1.7,
1.92,609,222.5,0.0065,25.2,47.94,1.68,
1.95,614,223.9,0.006,25.2,45.81,1.66,
1.98,619,225.3,0.006,25.2,43.61,1.64,
2.01,624,226.5,0.006,25.3,41.66,1.62,
2.04,629,227.8,0.006,25.3,39.48,1.6,
2.07,634,228.9,0.006,25.3,37.8,1.58,
2.1,639,230,0.006,25.3,36.15,1.56,
2.13,644,231.1,0.0055,25.3,34.66,1.54,
2.16,649,232.1,0.0055,25.3,,,
2.19,654,233.1,0.0055,25.3,,,
2.22,660,234,0.0055,25.3,,,
2.25,665,234.9,0.0065,25.3,,,
2.28,670,235.8,0.0065,25.3,,,
Scope 1/1, Sample 1/18 (Tank1_0620_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-51.4,NaN,24.9,,,
0.06,17,-56.2,0.0035,25,,,
0.12,38,-42.4,0.003,25,,,
0.18,58,-23.3,0.003,25,,,
0.24,78,-6.2,0.003,25,,,
0.3,98,4.5,0.003,25,,,
0.36,118,13.4,0.003,25,,,
0.42,138,20.7,0.003,25.1,,,
0.48,158,27.1,0.003,25.1,,,
0.54,178,33,0.003,25.1,,,
0.6,198,38.6,0.003,25.1,,,
0.66,219,43.9,0.003,25.1,,,
0.72,239,49,0.003,25.1,,,
0.78,259,54.1,0.003,25.1,,,
0.84,278,59,0.003,25.1,,,
0.9,299,64.1,0.003,25.1,,,
0.96,316,69.1,0.0035,25.1,,,
1.02,336,74.8,0.003,25.1,,,
1.08,355,80.9,0.003,25.1,,,
1.14,372,87.6,0.0035,25.2,,,
1.2,389,95.7,0.0035,25.2,,,
1.26,404,106,0.004,25.2,229.81,2.36,
1.32,418,120.3,0.0045,25.2,286.52,2.46,
1.38,429,141.9,0.0055,25.2,325.47,2.51,
1.44,437,165.9,0.0075,25.2,323.83,2.51,
1.5,443,182.1,0.0095,25.2,274.07,2.44,
1.53,539,188,0.0005,25.2,228.33,2.36,
1.56,545,192.9,0.005,25.2,167.86,2.22,
1.59,550,196.9,0.0055,25.2,124.06,2.09,
1.62,556,200.6,0.0055,25.2,108.9,2.04,
1.65,561,203.7,0.006,25.2,98.43,1.99,
1.68,566,206.5,0.006,25.2,88.81,1.95,
1.71,572,209.1,0.005,25.2,80.58,1.91,
1.74,577,211.4,0.006,25.2,73.77,1.87,
1.77,582,213.5,0.006,25.2,68.38,1.83,
1.8,587,215.5,0.006,25.2,63.02,1.8,
1.83,592,217.3,0.006,25.2,58.74,1.77,
1.86,597,219.1,0.006,25.2,55.09,1.74,
1.89,602,220.6,0.0055,25.2,51.55,1.71,
1.92,607,222.1,0.0055,25.2,48.81,1.69,
1.95,612,223.6,0.0055,25.2,46.47,1.67,
1.98,618,224.9,0.0055,25.2,44.08,1.64,
2.01,623,226.2,0.0065,25.2,42.2,1.63,
2.04,628,227.5,0.0065,25.2,39.8,1.6,
2.07,633,228.6,0.006,25.2,37.75,1.58,
2.1,638,229.7,0.006,25.2,36.34,1.56,
2.13,643,230.8,0.006,25.2,34.8,1.54,
2.16,648,231.8,0.006,25.2,,,
2.19,653,232.8,0.006,25.3,,,
2.22,658,233.8,0.006,25.3,,,
2.25,663,234.7,0.0055,25.3,,,
2.28,668,235.6,0.0055,25.3,,,
Scope 1/1, Sample 1/18 (Tank2_0620_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-61.3,NaN,24.7,,,
0.06,17,-62.1,0.0035,24.8,,,
0.12,38,-50.3,0.003,24.8,,,
0.18,58,-33.5,0.003,24.8,,,
0.24,78,-13,0.003,24.9,,,
0.3,98,0.7,0.003,24.9,,,
0.36,118,10.3,0.003,24.9,,,
0.42,138,18.2,0.003,24.9,,,
0.48,158,25,0.003,24.9,,,
0.54,178,31.4,0.003,24.9,,,
0.6,198,37.2,0.003,24.9,,,
0.66,219,42.7,0.003,24.9,,,
0.72,239,48.1,0.003,24.9,,,
0.78,259,53.4,0.003,24.9,,,
0.84,279,58.5,0.003,25,,,
0.9,298,63.7,0.003,25,,,
0.96,317,69,0.003,25,,,
1.02,336,74.9,0.003,25,,,
1.08,354,81.1,0.0035,25,,,
1.14,372,88.1,0.0035,25,,,
1.2,389,96.7,0.0035,25,,,
1.26,404,107.6,0.004,25,245.59,2.39,
1.32,418,123.1,0.004,25,300.35,2.48,
1.38,429,146.5,0.0055,25,332.41,2.52,
1.44,436,169.8,0.0085,25,321.11,2.51,
1.5,442,184.6,0.01,25,262.65,2.42,
1.53,538,190.2,0.0005,25.1,212.01,2.33,
1.56,544,194.7,0.005,25.1,151.58,2.18,
1.59,549,198.5,0.006,25.1,115.43,2.06,
1.62,554,202,0.006,25.1,103.85,2.02,
1.65,560,205,0.0055,25.1,93.82,1.97,
1.68,565,207.7,0.0065,25.1,85.01,1.93,
1.71,570,210.1,0.0065,25.1,77.25,1.89,
1.74,575,212.3,0.0065,25.1,70.97,1.85,
1.77,580,214.4,0.006,25.1,66.03,1.82,
1.8,585,216.3,0.006,25.1,61.55,1.79,
1.83,590,218.1,0.006,25.1,57.62,1.76,
1.86,595,219.8,0.006,25.1,53.75,1.73,
1.89,600,221.3,0.006,25.1,50.42,1.7,
1.92,605,222.8,0.0055,25.1,47.81,1.68,
1.95,610,224.2,0.0055,25.1,45.27,1.66,
1.98,615,225.5,0.0055,25.1,42.94,1.63,
2.01,620,226.8,0.0055,25.1,41,1.61,
2.04,626,228,0.0055,25.1,38.95,1.59,
2.07,631,229.1,0.0065,25.1,37.48,1.57,
2.1,636,230.2,0.006,25.1,36,1.56,
2.13,641,231.3,0.006,25.1,,,
2.16,646,232.3,0.006,25.1,,,
2.19,651,233.3,0.006,25.1,,,
2.22,656,234.2,0.006,25.1,,,
2.25,661,235.1,0.006,25.1,,,
Scope 1/1, Sample 1/18 (Tank3_0620_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-62.5,NaN,24.7,,,
0.06,17,-62.6,0.0035,24.8,,,
0.12,38,-50.8,0.003,24.8,,,
0.18,58,-34.4,0.003,24.8,,,
0.24,78,-14.1,0.003,24.8,,,
0.3,98,-0.2,0.003,24.8,,,
0.36,118,9.4,0.003,24.8,,,
0.42,138,17.4,0.003,24.8,,,
0.48,158,24.3,0.003,24.8,,,
0.54,178,30.5,0.003,24.9,,,
0.6,198,36.5,0.003,24.9,,,
0.66,219,41.9,0.003,24.9,,,
0.72,239,47.3,0.003,24.9,,,
0.78,259,52.5,0.003,24.9,,,
0.84,279,57.7,0.003,24.9,,,
0.9,298,62.7,0.003,24.9,,,
0.96,319,68.1,0.003,24.9,,,
1.02,337,73.6,0.0035,24.9,,,
1.08,356,79.6,0.003,24.9,,,
1.14,374,86.4,0.0035,25,,,
1.2,390,94.4,0.004,25,,,
1.26,405,104.4,0.004,25,225.35,2.35,
1.32,419,118.3,0.004,25,283.42,2.45,
1.38,432,139.3,0.005,25,325.65,2.51,
1.44,440,164.1,0.007,25,328.72,2.52,
1.5,447,180.9,0.0085,25,282.14,2.45,
1.53,543,187.1,0.0005,25,237.61,2.38,
1.56,549,192.1,0.005,25,176.04,2.25,
1.59,555,196.3,0.0055,25,127.84,2.11,
1.62,560,200,0.006,25,111.19,2.05,
1.65,565,203.2,0.0055,25,99.91,2,
1.68,570,206.1,0.0055,25,90.09,1.95,
1.71,576,208.6,0.0055,25,82.05,1.91,
1.74,581,211,0.006,25,75.31,1.88,
1.77,586,213.2,0.006,25,69.68,1.84,
1.8,591,215.2,0.006,25,64.56,1.81,
1.83,596,217.1,0.0055,25,59.75,1.78,
1.86,601,218.8,0.0055,25,55.22,1.74,
1.89,606,220.4,0.0055,25,51.56,1.71,
1.92,612,221.9,0.0055,25,48.94,1.69,
1.95,617,223.3,0.0065,25,46.62,1.67,
1.98,622,224.7,0.006,25.1,44.47,1.65,
2.01,627,226,0.006,25.1,42.33,1.63,
2.04,632,227.3,0.006,25.1,39.95,1.6,
2.07,637,228.4,0.006,25.1,38.13,1.58,
2.1,642,229.5,0.006,25.1,36.49,1.56,
2.13,647,230.6,0.006,25.1,35.13,1.55,
2.16,652,231.6,0.0055,25.1,,,
2.19,657,232.7,0.0055,25.1,,,
2.22,662,233.6,0.0055,25.1,,,
2.25,668,234.5,0.0055,25.1,,,
2.28,673,235.4,0.0065,25.1,,,
Scope 1/1, Sample 1/18 (Tank4_0620_2100),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-68.1,NaN,24.7,,,
0.06,17,-67.3,0.0035,24.8,,,
0.12,38,-56.8,0.003,24.8,,,
0.18,58,-41.9,0.003,24.8,,,
0.24,78,-21.8,0.003,24.8,,,
0.3,98,-4.7,0.003,24.8,,,
0.36,118,6.5,0.003,24.8,,,
0.42,138,15.5,0.003,24.8,,,
0.48,158,22.9,0.003,24.8,,,
0.54,178,29.6,0.003,24.9,,,
0.6,198,35.9,0.003,24.9,,,
0.66,219,41.7,0.003,24.9,,,
0.72,239,47.3,0.003,24.9,,,
0.78,259,52.7,0.003,24.9,,,
0.84,279,58.2,0.003,24.9,,,
0.9,299,63.6,0.003,24.9,,,
0.96,318,69.2,0.003,24.9,,,
1.02,338,75.2,0.003,24.9,,,
1.08,356,81.8,0.0035,24.9,,,
1.14,374,89.2,0.0035,24.9,,,
1.2,390,98.2,0.004,24.9,,,
1.26,404,110.1,0.004,25,263.07,2.42,
1.32,418,127.3,0.0045,25,312.64,2.5,
1.38,428,152.2,0.006,25,334.78,2.52,
1.44,435,173.6,0.009,25,311.58,2.49,
1.5,440,186.9,0.0115,25,244.15,2.39,
1.53,536,192,0.0005,25,190.23,2.28,
1.56,542,196.2,0.0055,25,134.04,2.13,
1.59,547,199.9,0.0055,25,108.36,2.03,
1.62,553,203.1,0.0055,25,99.47,2,
1.65,558,206,0.006,25,90.09,1.95,
1.68,563,208.6,0.006,25,82.05,1.91,
1.71,568,210.9,0.006,25,75.12,1.88,
1.74,573,213.1,0.006,25,69.36,1.84,
1.77,578,215.1,0.0055,25,64.02,1.81,
1.8,583,217,0.0055,25,59.75,1.78,
1.83,588,218.7,0.0055,25,55.56,1.74,
1.86,594,220.3,0.0055,25,52.08,1.72,
1.89,599,221.8,0.0065,25,49.28,1.69,
1.92,604,223.3,0.006,25,46.94,1.67,
1.95,609,224.6,0.006,25,44.81,1.65,
1.98,614,226,0.006,25,42.67,1.63,
2.01,619,227.2,0.006,25,40.47,1.61,
2.04,624,228.4,0.006,25.1,38.48,1.59,
2.07,629,229.5,0.006,25.1,36.47,1.56,
2.1,634,230.6,0.0055,25.1,34.61,1.54,
2.13,639,231.6,0.0055,25.1,,,
2.16,644,232.6,0.0055,25.1,,,
2.19,650,233.5,0.0055,25.1,,,
2.22,655,234.5,0.0065,25.1,,,
2.25,660,235.4,0.0065,25.1,,,
