Date,Location,Site,Habitat,Section_of_Transect,Quadrat_within_section,Quad40,Taxonomy_Substrate_or_Functional_Group,Percent_Cover,Group
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Sand,9.5,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,CTB,90.5,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,LTER 1,Outer 10,2,8,16,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,CTB,59.2,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Macroalgae,40.8,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,LTER 1,Outer 10,3,1,17,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,CTB,61.5,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Macroalgae,38.5,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,LTER 1,Outer 10,3,2,18,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,CTB,34.7,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Macroalgae,65.3,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,LTER 1,Outer 10,3,3,19,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,CTB,35.6,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Pocillopora,0.5,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Macroalgae,63.9,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,LTER 1,Outer 10,3,4,20,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,CTB,49.5,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Macroalgae,50.5,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,LTER 1,Outer 10,3,5,21,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,CTB,69.6,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Porites,2.6,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Macroalgae,27.8,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,LTER 1,Outer 10,3,6,22,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Cyphastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Soft Coral,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Tubastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,CTB,78.7,CTB
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Sandolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Astreopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Astrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Gardineroseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Acropora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Acanthastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Sand,0,Sand
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Fungiidae unidentified,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Stylocoeniella,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Goniastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Pavona,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Psammocora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Pachyseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Lobophyllia,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Leptoseris,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Herpolitha,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Leptastrea,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Montipora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Millepora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Macroalgae,21.3,Macroalgae
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Porites,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,LTER 1,Outer 10,4,1,25,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,LTER 1,Outer 10,4,2,26,Pocillopora,0,Coral
2010-04,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,LTER 1,Outer 10,4,2,26,Psammocora,0,Coral
