Task,T916,,,,,,
Scope 1/1, Sample 1/18 (Junk),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
1.56,535,205.1,0.0055,24.8,94.76,1.98,
1.59,541,207.8,0.0055,24.8,86.47,1.94,
1.62,546,210.4,0.0065,24.8,79.11,1.9,
1.65,551,212.6,0.006,24.8,72.65,1.86,
1.68,556,214.7,0.006,24.8,66.84,1.83,
1.71,561,216.6,0.006,24.8,62.07,1.79,
1.74,566,218.5,0.006,24.8,57.89,1.76,
1.77,571,220.1,0.0055,24.8,54.42,1.74,
1.8,576,221.7,0.0055,24.8,50.95,1.71,
1.83,582,223.2,0.0055,24.8,47.94,1.68,
1.86,587,224.6,0.0065,24.8,45.42,1.66,
1.89,592,225.9,0.0065,24.8,43.48,1.64,
1.92,597,227.2,0.006,24.8,41.47,1.62,
1.95,602,228.4,0.006,24.8,40,1.6,
1.98,607,229.6,0.006,24.8,38.14,1.58,
2.01,612,230.7,0.006,24.8,36.32,1.56,
2.04,617,231.8,0.006,24.8,,,
2.07,622,232.8,0.006,24.8,,,
2.1,627,233.7,0.0055,24.8,,,
2.13,632,234.7,0.0055,24.8,,,
2.16,637,235.6,0.0055,24.8,,,
Scope 1/1, Sample 1/18 (Junk3),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-77.2,NaN,25.3,,,
0.06,10,-79.5,0.006,25.3,,,
0.12,30,-70.5,0.003,25.3,,,
0.18,50,-59.6,0.003,25.3,,,
0.24,70,-44.5,0.003,25.3,,,
0.3,91,-23.1,0.003,25.3,,,
0.36,111,-3.7,0.003,25.3,,,
0.42,131,8.8,0.003,25.3,,,
0.48,151,18.5,0.003,25.4,,,
0.54,171,27.5,0.003,25.4,,,
0.6,191,35.2,0.003,25.4,,,
0.66,211,42.2,0.003,25.4,,,
0.72,231,49.3,0.003,25.4,,,
0.78,252,56.4,0.003,25.4,,,
0.84,272,62.9,0.003,25.4,,,
0.9,292,69.8,0.003,25.4,,,
0.96,312,77.2,0.003,25.4,,,
1.02,332,85.6,0.003,25.4,,,
1.08,352,95.5,0.003,25.4,,,
1.14,369,108.5,0.0035,25.4,291.4,2.46,
1.2,385,128.5,0.004,25.4,338.89,2.53,
1.26,395,155.7,0.006,25.4,353.53,2.55,
1.32,402,176.5,0.008,25.4,318.55,2.5,
1.38,408,189.4,0.0105,25.4,238.68,2.38,
1.41,504,194,0.0005,25.4,177.61,2.25,
1.44,509,198.2,0.006,25.4,122.29,2.09,
1.47,515,201.6,0.0055,25.4,102.8,2.01,
1.5,520,204.7,0.006,25.4,95.24,1.98,
1.53,525,207.5,0.006,25.4,87.32,1.94,
1.56,530,210,0.006,25.4,79.19,1.9,
1.59,535,212.3,0.006,25.4,73.37,1.87,
1.62,540,214.4,0.006,25.4,67.5,1.83,
1.65,545,216.3,0.006,25.4,62.35,1.79,
1.68,550,218.2,0.0055,25.4,58.27,1.77,
1.71,555,219.9,0.0055,25.4,54.56,1.74,
1.74,560,221.4,0.0055,25.4,51.42,1.71,
1.77,566,222.9,0.0055,25.4,48.66,1.69,
1.8,571,224.4,0.0065,25.4,45.94,1.66,
1.83,576,225.7,0.0065,25.4,43.61,1.64,
1.86,581,227,0.006,25.4,41.14,1.61,
1.89,586,228.2,0.006,25.4,39.13,1.59,
1.92,591,229.3,0.006,25.4,37.43,1.57,
1.95,596,230.4,0.006,25.4,36.52,1.56,
1.98,601,231.5,0.006,25.4,,,
2.01,606,232.6,0.0055,25.4,,,
2.04,611,233.5,0.0055,25.4,,,
2.07,616,234.5,0.0055,25.4,,,
2.1,622,235.3,0.0055,25.4,,,
Scope 1/1, Sample 1/18 (C17_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-82.1,NaN,23.1,,,
0.06,9,-85,0.007,23,,,
0.12,29,-76.5,0.003,23,,,
0.18,49,-66.1,0.003,23,,,
0.24,69,-52.4,0.003,23,,,
0.3,89,-32.1,0.003,23.1,,,
0.36,109,-8.6,0.003,23.1,,,
0.42,129,5.4,0.003,23.1,,,
0.48,150,16.3,0.003,23.2,,,
0.54,170,25.9,0.003,23.2,,,
0.6,190,34.2,0.003,23.2,,,
0.66,210,42.2,0.003,23.2,,,
0.72,230,50,0.003,23.3,,,
0.78,250,57.7,0.003,23.3,,,
0.84,270,65.7,0.003,23.3,,,
0.9,290,74.1,0.003,23.3,,,
0.96,310,83.2,0.003,23.3,,,
1.02,331,94.4,0.003,23.4,,,
1.08,350,109.6,0.003,23.4,322.91,2.51,
1.14,367,132.9,0.0035,23.4,362.56,2.56,
1.2,378,161.6,0.0055,23.4,361.8,2.56,
1.26,385,179.9,0.0085,23.4,308.35,2.49,
1.32,391,191.2,0.0095,23.4,216.33,2.34,
1.35,488,195.7,0.0005,23.5,152.05,2.18,
1.38,494,199.4,0.0055,23.5,104.78,2.02,
1.41,499,202.7,0.0055,23.5,96.74,1.99,
1.44,505,205.6,0.005,23.6,89.93,1.95,
1.47,510,208.1,0.006,23.6,81.62,1.91,
1.5,515,210.5,0.006,23.6,74.96,1.87,
1.53,521,212.7,0.0055,23.6,69.16,1.84,
1.56,526,214.7,0.0065,23.6,64.17,1.81,
1.59,531,216.5,0.006,23.6,59.94,1.78,
1.62,536,218.3,0.0055,23.6,55.75,1.75,
1.65,542,219.9,0.0055,23.6,52.21,1.72,
1.68,547,221.4,0.006,23.6,49.48,1.69,
1.71,552,222.9,0.006,23.6,46.61,1.67,
1.74,557,224.2,0.0055,23.6,44.27,1.65,
1.77,563,225.5,0.0055,23.6,42.35,1.63,
1.8,568,226.8,0.0065,23.6,39.93,1.6,
1.83,573,227.9,0.006,23.6,38.14,1.58,
1.86,578,229.1,0.006,23.6,36.68,1.56,
1.89,583,230.1,0.006,23.6,34.74,1.54,
1.92,588,231.1,0.006,23.6,,,
1.95,593,232.2,0.006,23.6,,,
1.98,598,233.1,0.0055,23.6,,,
2.01,603,234,0.0055,23.6,,,
2.04,608,235,0.0055,23.7,,,
Scope 1/1, Sample 1/18 (C18_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-93.1,NaN,23.3,,,
0.06,8,-93.8,0.0075,23.3,,,
0.12,23,-86.9,0.004,23.3,,,
0.18,43,-78.2,0.003,23.3,,,
0.24,64,-67.9,0.003,23.3,,,
0.3,84,-54,0.003,23.3,,,
0.36,104,-33.9,0.003,23.4,,,
0.42,124,-10,0.003,23.4,,,
0.48,144,4.5,0.003,23.4,,,
0.54,164,15.7,0.003,23.4,,,
0.6,184,25.2,0.003,23.4,,,
0.66,204,34,0.003,23.5,,,
0.72,224,42.6,0.003,23.5,,,
0.78,245,51,0.003,23.5,,,
0.84,265,59.2,0.003,23.5,,,
0.9,285,67.5,0.003,23.5,,,
0.96,305,76.5,0.003,23.6,,,
1.02,325,86.8,0.003,23.6,,,
1.08,345,99.3,0.003,23.6,289.92,2.46,
1.14,365,117.8,0.003,23.6,346.01,2.54,
1.2,378,145.9,0.0045,23.6,373.43,2.57,
1.26,387,170.8,0.007,23.6,349.98,2.54,
1.32,394,185.4,0.009,23.6,273.56,2.44,
1.35,491,190.9,0.0005,23.7,209.99,2.32,
1.38,497,195.4,0.005,23.7,141.3,2.15,
1.41,503,199.1,0.005,23.7,109.31,2.04,
1.44,509,202.4,0.0055,23.7,100.77,2,
1.47,514,205.3,0.0055,23.7,90.96,1.96,
1.5,519,207.9,0.0055,23.8,82.66,1.92,
1.53,525,210.4,0.005,23.8,75.97,1.88,
1.56,530,212.5,0.006,23.8,69.98,1.84,
1.59,536,214.5,0.0055,23.8,64.7,1.81,
1.62,541,216.4,0.0065,23.8,60.07,1.78,
1.65,546,218.2,0.006,23.8,56.23,1.75,
1.68,551,219.8,0.0055,23.8,53.28,1.73,
1.71,557,221.3,0.0055,23.8,49.95,1.7,
1.74,562,222.8,0.0065,23.8,46.93,1.67,
1.77,567,224.2,0.006,23.8,44.8,1.65,
1.8,572,225.5,0.006,23.8,42.63,1.63,
1.83,577,226.7,0.006,23.8,40.46,1.61,
1.86,582,227.9,0.006,23.8,38.67,1.59,
1.89,587,229.1,0.006,23.8,36.94,1.57,
1.92,592,230.1,0.0055,23.8,35.47,1.55,
1.95,597,231.2,0.0055,23.8,,,
1.98,602,232.2,0.0055,23.8,,,
2.01,608,233.1,0.0055,23.8,,,
2.04,613,234.1,0.0065,23.8,,,
2.07,618,235,0.0065,23.8,,,
Scope 1/1, Sample 1/18 (C19_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-64.9,NaN,23.9,,,
0.06,8,-69.1,0.007,23.9,,,
0.12,29,-59.6,0.003,23.9,,,
0.18,49,-47.3,0.003,23.9,,,
0.24,69,-30.3,0.003,23.9,,,
0.3,89,-9.8,0.003,23.9,,,
0.36,109,4,0.003,23.9,,,
0.42,129,14.2,0.003,23.9,,,
0.48,149,22.5,0.003,24,,,
0.54,170,29.6,0.003,24,,,
0.6,190,36.4,0.003,24,,,
0.66,210,42.6,0.003,24,,,
0.72,230,48.6,0.003,24,,,
0.78,250,54.4,0.003,24,,,
0.84,270,60.3,0.003,24,,,
0.9,290,66.2,0.003,24,,,
0.96,310,72.4,0.003,24.1,,,
1.02,330,79,0.003,24.1,,,
1.08,350,86.3,0.003,24.1,,,
1.14,370,94.9,0.003,24.1,,,
1.2,389,105.8,0.003,24.1,244.68,2.39,
1.26,406,121.1,0.0035,24.1,300.94,2.48,
1.32,418,144.1,0.005,24.1,336.33,2.53,
1.38,427,168.5,0.0065,24.1,328.74,2.52,
1.44,434,184.2,0.0085,24.1,271.66,2.43,
1.47,530,189.7,0.0005,24.2,221.41,2.35,
1.5,537,194.4,0.0045,24.2,158.65,2.2,
1.53,542,198.4,0.0055,24.2,117.51,2.07,
1.56,548,201.8,0.005,24.2,105.45,2.02,
1.59,554,204.9,0.0055,24.2,96.21,1.98,
1.62,559,207.7,0.0055,24.2,86.66,1.94,
1.65,565,210.2,0.005,24.2,79.07,1.9,
1.68,570,212.4,0.0055,24.2,72.64,1.86,
1.71,576,214.5,0.0055,24.2,67.22,1.83,
1.74,581,216.5,0.006,24.2,62.55,1.8,
1.77,586,218.3,0.006,24.2,58.41,1.77,
1.8,591,220,0.006,24.2,54.28,1.73,
1.83,596,221.6,0.006,24.2,50.22,1.7,
1.86,601,223,0.006,24.2,47.42,1.68,
1.89,606,224.4,0.0055,24.2,45.29,1.66,
1.92,611,225.7,0.0055,24.2,43.27,1.64,
1.95,617,227,0.005,24.2,41.66,1.62,
1.98,622,228.3,0.006,24.3,40,1.6,
2.01,627,229.4,0.006,24.3,38.14,1.58,
2.04,632,230.5,0.006,24.3,36.34,1.56,
2.07,637,231.6,0.006,24.3,,,
2.1,642,232.6,0.0055,24.3,,,
2.13,647,233.6,0.0055,24.3,,,
2.16,652,234.5,0.0055,24.3,,,
2.19,658,235.4,0.0055,24.3,,,
Scope 1/1, Sample 1/18 (C20_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-92.2,NaN,23.9,,,
0.06,10,-91.7,0.006,23.9,,,
0.12,28,-84.9,0.0035,23.9,,,
0.18,47,-76.9,0.003,23.9,,,
0.24,67,-67,0.003,23.9,,,
0.3,88,-54.1,0.003,23.9,,,
0.36,108,-35.8,0.003,24,,,
0.42,128,-12.5,0.003,24,,,
0.48,148,2.4,0.003,24,,,
0.54,168,13,0.003,24,,,
0.6,188,22,0.003,24,,,
0.66,208,30,0.003,24,,,
0.72,228,37.6,0.003,24.1,,,
0.78,248,44.9,0.003,24.1,,,
0.84,269,52,0.003,24.1,,,
0.9,289,59,0.003,24.1,,,
0.96,309,66.2,0.003,24.1,,,
1.02,329,73.6,0.003,24.1,,,
1.08,349,81.7,0.003,24.1,,,
1.14,369,91.2,0.003,24.1,,,
1.2,387,103.3,0.0035,24.2,275.75,2.44,
1.26,405,121,0.0035,24.2,331.39,2.52,
1.32,418,147.6,0.0045,24.2,359.02,2.56,
1.38,426,171.6,0.0075,24.2,337.59,2.53,
1.44,432,186.1,0.0095,24.2,265.44,2.42,
1.47,528,191.3,0.0005,24.2,205.87,2.31,
1.5,534,195.7,0.005,24.2,140.82,2.15,
1.53,540,199.5,0.005,24.2,109.03,2.04,
1.56,545,202.7,0.0055,24.2,100.42,2,
1.59,551,205.7,0.005,24.3,91.95,1.96,
1.62,557,208.3,0.0055,24.3,82.99,1.92,
1.65,562,210.7,0.006,24.3,75.78,1.88,
1.68,567,212.9,0.006,24.3,69.5,1.84,
1.71,572,214.9,0.006,24.3,64.17,1.81,
1.74,577,216.7,0.006,24.3,59.9,1.78,
1.77,582,218.5,0.0055,24.3,56.08,1.75,
1.8,588,220.1,0.005,24.3,52.94,1.72,
1.83,593,221.7,0.006,24.3,49.95,1.7,
1.86,598,223.1,0.006,24.3,46.94,1.67,
1.89,603,224.5,0.0055,24.3,44.48,1.65,
1.92,608,225.8,0.0055,24.3,42.28,1.63,
1.95,614,227,0.0055,24.3,40.47,1.61,
1.98,618,228.2,0.0065,24.3,38.67,1.59,
2.01,624,229.4,0.0055,24.3,36.6,1.56,
2.04,629,230.4,0.0065,24.3,35.34,1.55,
2.07,634,231.5,0.006,24.3,,,
2.1,639,232.4,0.006,24.3,,,
2.13,644,233.4,0.006,24.3,,,
2.16,649,234.4,0.006,24.3,,,
2.19,654,235.2,0.006,24.3,,,
Scope 1/1, Sample 1/18 (C21_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-72,NaN,23.9,,,
0.06,14,-74.4,0.0045,23.9,,,
0.12,34,-65,0.003,23.9,,,
0.18,54,-52.5,0.003,23.9,,,
0.24,74,-34.9,0.003,24,,,
0.3,94,-13.1,0.003,24,,,
0.36,115,1.5,0.003,24,,,
0.42,135,11.6,0.003,24,,,
0.48,155,19.9,0.003,24,,,
0.54,175,27.4,0.003,24,,,
0.6,195,34.2,0.003,24.1,,,
0.66,215,40.7,0.003,24.1,,,
0.72,235,47,0.003,24.1,,,
0.78,255,52.9,0.003,24.1,,,
0.84,276,59,0.003,24.1,,,
0.9,296,65.2,0.003,24.1,,,
0.96,316,71.5,0.003,24.1,,,
1.02,336,78.4,0.003,24.2,,,
1.08,356,86.1,0.003,24.2,,,
1.14,375,95.3,0.003,24.2,,,
1.2,394,107.4,0.003,24.2,270.69,2.43,
1.26,410,124.9,0.004,24.2,323.01,2.51,
1.32,422,150.8,0.005,24.2,347.31,2.54,
1.38,430,173.4,0.008,24.2,323.83,2.51,
1.44,436,187.2,0.0095,24.2,252.82,2.4,
1.47,533,192.2,0.0005,24.3,195.62,2.29,
1.5,539,196.5,0.005,24.3,134.72,2.13,
1.53,545,200.1,0.005,24.3,106.67,2.03,
1.56,550,203.3,0.0055,24.3,98.73,1.99,
1.59,556,206.2,0.005,24.3,90.61,1.96,
1.62,561,208.8,0.006,24.3,82.38,1.92,
1.65,567,211.2,0.0055,24.3,75.5,1.88,
1.68,572,213.4,0.006,24.3,68.97,1.84,
1.71,577,215.3,0.0055,24.3,63.69,1.8,
1.74,582,217.2,0.0055,24.3,59.42,1.77,
1.77,588,218.9,0.0055,24.3,55.55,1.74,
1.8,592,220.5,0.0065,24.3,52.28,1.72,
1.83,598,222.1,0.0055,24.3,49.14,1.69,
1.86,603,223.5,0.0065,24.3,45.89,1.66,
1.89,608,224.8,0.006,24.3,43.62,1.64,
1.92,613,226.1,0.006,24.3,41.81,1.62,
1.95,618,227.3,0.006,24.3,40.28,1.61,
1.98,623,228.5,0.0055,24.3,39.19,1.59,
2.01,628,229.7,0.0055,24.3,37.33,1.57,
2.04,633,230.8,0.0055,24.3,35.66,1.55,
2.07,638,231.8,0.0055,24.3,,,
2.1,644,232.8,0.0055,24.3,,,
2.13,649,233.7,0.0065,24.4,,,
2.16,654,234.7,0.006,24.4,,,
2.19,659,235.5,0.006,24.4,,,
Scope 1/1, Sample 1/18 (C22_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-69,NaN,24.1,,,
0.06,14,-72.3,0.0045,24.1,,,
0.12,34,-62.5,0.003,24.2,,,
0.18,54,-49.5,0.003,24.2,,,
0.24,74,-30.7,0.003,24.2,,,
0.3,95,-10,0.003,24.2,,,
0.36,115,3.1,0.003,24.2,,,
0.42,135,12.8,0.003,24.2,,,
0.48,155,20.9,0.003,24.3,,,
0.54,175,28.2,0.003,24.3,,,
0.6,195,34.8,0.003,24.3,,,
0.66,215,41.1,0.003,24.3,,,
0.72,236,47.1,0.003,24.3,,,
0.78,256,53.1,0.003,24.3,,,
0.84,276,59,0.003,24.3,,,
0.9,296,64.9,0.003,24.3,,,
0.96,316,71.1,0.003,24.4,,,
1.02,336,77.7,0.003,24.4,,,
1.08,356,85.1,0.003,24.4,,,
1.14,375,93.8,0.003,24.4,,,
1.2,392,105,0.0035,24.4,253.26,2.4,
1.26,409,121,0.0035,24.4,309.88,2.49,
1.32,422,145.1,0.005,24.4,343.25,2.54,
1.38,430,169.4,0.0075,24.4,331.53,2.52,
1.44,437,184.7,0.009,24.4,269.66,2.43,
1.47,534,190.1,0.0005,24.5,216.42,2.34,
1.5,540,194.7,0.0055,24.5,152.78,2.18,
1.53,545,198.6,0.0055,24.5,114.41,2.06,
1.56,550,202,0.0055,24.5,103.56,2.02,
1.59,556,205,0.005,24.5,94.55,1.98,
1.62,561,207.7,0.0055,24.5,84.99,1.93,
1.65,567,210.2,0.005,24.5,77.25,1.89,
1.68,572,212.4,0.006,24.5,70.78,1.85,
1.71,577,214.4,0.006,24.5,65.7,1.82,
1.74,582,216.3,0.006,24.5,61.22,1.79,
1.77,587,218.1,0.006,24.5,57.41,1.76,
1.8,592,219.8,0.0055,24.5,53.95,1.73,
1.83,597,221.4,0.0055,24.5,50.61,1.7,
1.86,602,222.8,0.0055,24.5,47.42,1.68,
1.89,608,224.2,0.0055,24.5,45.14,1.65,
1.92,613,225.5,0.0065,24.5,42.94,1.63,
1.95,618,226.8,0.0065,24.5,41.13,1.61,
1.98,623,228,0.006,24.5,39.33,1.59,
2.01,628,229.2,0.006,24.5,37.48,1.57,
2.04,633,230.2,0.006,24.5,35.81,1.55,
2.07,638,231.3,0.006,24.5,,,
2.1,643,232.3,0.006,24.5,,,
2.13,648,233.3,0.006,24.5,,,
2.16,653,234.2,0.0055,24.6,,,
2.19,658,235.1,0.0055,24.6,,,
Scope 1/1, Sample 1/18 (C23_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-80.3,NaN,24.4,,,
0.06,10,-80.7,0.006,24.5,,,
0.12,30,-72.2,0.003,24.5,,,
0.18,51,-62,0.003,24.5,,,
0.24,71,-48.1,0.003,24.5,,,
0.3,91,-28.9,0.003,24.5,,,
0.36,111,-8.3,0.003,24.5,,,
0.42,131,4.4,0.003,24.5,,,
0.48,151,14.4,0.003,24.6,,,
0.54,171,22.6,0.003,24.6,,,
0.6,192,30,0.003,24.6,,,
0.66,212,36.8,0.003,24.6,,,
0.72,232,43.4,0.003,24.6,,,
0.78,252,50,0.003,24.6,,,
0.84,272,55.8,0.003,24.6,,,
0.9,292,61.9,0.003,24.6,,,
0.96,312,68.4,0.003,24.7,,,
1.02,332,74.8,0.003,24.7,,,
1.08,352,82.2,0.003,24.7,,,
1.14,372,90.6,0.003,24.7,,,
1.2,391,101.3,0.003,24.7,238.44,2.38,
1.26,408,115.8,0.0035,24.7,299.63,2.48,
1.32,422,138.2,0.0045,24.7,342.41,2.53,
1.38,430,164.3,0.007,24.7,343.31,2.54,
1.44,437,181.7,0.0085,24.7,291.04,2.46,
1.47,534,187.7,0.0005,24.8,242.55,2.38,
1.5,540,192.7,0.0055,24.8,175.6,2.24,
1.53,545,196.9,0.006,24.8,125.38,2.1,
1.56,551,200.5,0.0055,24.8,109.74,2.04,
1.59,556,203.8,0.0065,24.8,99.97,2,
1.62,561,206.6,0.006,24.8,89.41,1.95,
1.65,566,209.2,0.006,24.8,81.06,1.91,
1.68,571,211.5,0.006,24.8,73.92,1.87,
1.71,576,213.6,0.006,24.8,68.5,1.84,
1.74,581,215.6,0.006,24.8,63.89,1.81,
1.77,586,217.5,0.006,24.8,59.74,1.78,
1.8,591,219.2,0.0055,24.8,55.95,1.75,
1.83,596,220.9,0.0055,24.8,52.08,1.72,
1.86,602,222.3,0.0055,24.8,48.94,1.69,
1.89,607,223.8,0.0065,24.8,46.1,1.66,
1.92,612,225.1,0.0065,24.8,44.12,1.64,
1.95,617,226.4,0.0065,24.8,42.15,1.62,
1.98,622,227.7,0.006,24.8,40.32,1.61,
2.01,627,228.8,0.006,24.8,37.94,1.58,
2.04,632,230,0.006,24.8,36.34,1.56,
2.07,637,231,0.006,24.8,34.61,1.54,
2.1,642,232,0.006,24.8,,,
2.13,647,233,0.0055,24.8,,,
2.16,652,234,0.0055,24.8,,,
2.19,657,234.9,0.0055,24.8,,,
2.22,662,235.8,0.0055,24.8,,,
Scope 1/1, Sample 1/18 (C24_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-81.5,NaN,24.6,,,
0.06,10,-81.9,0.006,24.6,,,
0.12,30,-73.6,0.003,24.6,,,
0.18,50,-63.5,0.003,24.7,,,
0.24,71,-50.2,0.003,24.7,,,
0.3,91,-31.2,0.003,24.7,,,
0.36,111,-9.8,0.003,24.7,,,
0.42,131,3.8,0.003,24.7,,,
0.48,151,13.9,0.003,24.7,,,
0.54,171,22.4,0.003,24.7,,,
0.6,191,30,0.003,24.7,,,
0.66,212,37.2,0.003,24.7,,,
0.72,232,43.8,0.003,24.8,,,
0.78,252,50.3,0.003,24.8,,,
0.84,272,56.8,0.003,24.8,,,
0.9,292,63.2,0.003,24.8,,,
0.96,312,69.9,0.003,24.8,,,
1.02,332,76.9,0.003,24.8,,,
1.08,352,84.6,0.003,24.8,,,
1.14,372,93.9,0.003,24.8,,,
1.2,392,106.1,0.003,24.9,272.15,2.43,
1.26,409,123.7,0.0035,24.9,326.15,2.51,
1.32,420,149.7,0.0055,24.9,351.68,2.55,
1.38,428,172.8,0.0075,24.9,328.98,2.52,
1.44,434,187,0.009,24.9,257.98,2.41,
1.47,532,192.1,0.0005,24.9,200.45,2.3,
1.5,538,196.4,0.0055,24.9,138.38,2.14,
1.53,544,200.2,0.005,24.9,108.47,2.04,
1.56,549,203.4,0.0055,24.9,99.5,2,
1.59,555,206.3,0.005,24.9,90.75,1.96,
1.62,560,208.9,0.0055,24.9,81.85,1.91,
1.65,566,211.3,0.0055,24.9,74.92,1.87,
1.68,571,213.4,0.006,24.9,69.31,1.84,
1.71,576,215.4,0.006,24.9,64.55,1.81,
1.74,581,217.3,0.006,24.9,60.61,1.78,
1.77,586,219.1,0.0055,25,56.75,1.75,
1.8,591,220.7,0.0055,25,52.94,1.72,
1.83,596,222.3,0.0055,25,49.28,1.69,
1.86,602,223.7,0.0055,25,46.42,1.67,
1.89,607,225,0.0065,25,44.09,1.64,
1.92,612,226.3,0.006,25,42.32,1.63,
1.95,617,227.6,0.006,25,40.47,1.61,
1.98,622,228.8,0.006,25,38.81,1.59,
2.01,627,229.9,0.006,25,37,1.57,
2.04,632,231,0.006,25,35.14,1.55,
2.07,637,232,0.006,25,,,
2.1,642,233,0.0055,25,,,
2.13,647,234,0.0055,25,,,
2.16,652,234.9,0.0055,25,,,
2.19,658,235.8,0.0055,25,,,
Scope 1/1, Sample 1/18 (Junk4),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-80.6,NaN,25.4,,,
0.06,10,-81.8,0.006,25.4,,,
0.12,30,-73.7,0.003,25.4,,,
0.18,50,-63.7,0.003,25.4,,,
0.24,70,-50.1,0.003,25.4,,,
0.3,90,-31.2,0.003,25.4,,,
0.36,110,-9.7,0.003,25.4,,,
0.42,130,3.9,0.003,25.4,,,
0.48,151,14.3,0.003,25.4,,,
0.54,171,22.9,0.003,25.4,,,
0.6,191,30.6,0.003,25.4,,,
0.66,211,37.7,0.003,25.4,,,
0.72,231,44.5,0.003,25.4,,,
0.78,251,51.2,0.003,25.4,,,
0.84,271,57.8,0.003,25.4,,,
0.9,292,64.4,0.003,25.4,,,
0.96,312,71.1,0.003,25.4,,,
1.02,332,78.4,0.003,25.4,,,
1.08,352,86.5,0.003,25.4,,,
1.14,372,96.3,0.003,25.4,,,
1.2,391,109.4,0.003,25.4,289.12,2.46,
1.26,408,129.1,0.0035,25.4,336.76,2.53,
1.32,418,156.1,0.006,25.4,351.54,2.55,
1.38,426,176.8,0.008,25.4,316.64,2.5,
1.44,432,189.7,0.0105,25.4,237.61,2.38,
1.47,528,194.3,0.0005,25.4,177.53,2.25,
1.5,534,198.4,0.005,25.4,122.19,2.09,
1.53,540,201.9,0.005,25.4,102.65,2.01,
1.56,546,205,0.0055,25.4,94.99,1.98,
1.59,551,207.7,0.006,25.4,87.33,1.94,
1.62,556,210.2,0.006,25.4,78.91,1.9,
1.65,562,212.6,0.0055,25.4,72.3,1.86,
1.68,566,214.6,0.0065,25.4,66.65,1.82,
1.71,572,216.5,0.0055,25.4,61.9,1.79,
1.74,577,218.3,0.0065,25.4,57.74,1.76,
1.77,582,220,0.006,25.4,54.22,1.73,
1.8,587,221.6,0.006,25.4,51.47,1.71,
1.83,592,223.1,0.006,25.4,48.28,1.68,
1.86,597,224.5,0.006,25.4,45.61,1.66,
1.89,602,225.8,0.0055,25.4,43.28,1.64,
1.92,607,227.1,0.0055,25.4,41.47,1.62,
1.95,612,228.3,0.0055,25.4,39.81,1.6,
1.98,618,229.5,0.0055,25.4,38.33,1.58,
2.01,623,230.6,0.0065,25.4,36.67,1.56,
2.04,628,231.7,0.0065,25.4,,,
2.07,633,232.7,0.006,25.4,,,
2.1,638,233.7,0.006,25.4,,,
2.13,643,234.6,0.006,25.4,,,
2.16,648,235.5,0.006,25.4,,,
Scope 1/1, Sample 1/18 (C25_End_0626_1400),,,,,,
Result,TitrationEQP1,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],d E/d V [m V/m L],log d E/d V [log (m V/m L)],Point label
0,0,-67,NaN,22,,,
0.06,5,-77.5,0.011,21.8,,,
0.12,26,-69.2,0.003,21.8,,,
0.18,46,-57.8,0.003,21.8,,,
0.24,66,-42.1,0.003,21.9,,,
0.3,86,-21,0.003,21.9,,,
0.36,106,-3.4,0.003,22,,,
0.42,126,9.2,0.003,22,,,
0.48,146,17.7,0.003,22,,,
0.54,166,24.8,0.003,22.1,,,
0.6,186,31.7,0.003,22.1,,,
